,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
4,5,1,1,1,1,1,286,108,144,118,76.522598,ae
5,5,1,1,1,1,2,1728,190,216,57,91.847557,Trivik
6,5,1,1,1,1,3,1966,190,459,74,96.089226,Chikmagalur
8,5,1,1,1,2,1,183,234,345,73,90.286636,TRIVIK
12,5,1,2,1,1,1,214,322,108,21,93.11409,HOTELS
13,5,1,2,1,1,2,336,323,18,20,93.11409,&
14,5,1,2,1,1,3,367,324,128,19,96.328033,RESORTS
18,5,1,3,1,1,1,2025,817,87,29,95.345642,Date:
19,5,1,3,1,1,2,2140,822,150,28,95.967422,14-Jan-23
23,5,1,4,1,1,1,355,763,163,38,96.630714,Duplicate
24,5,1,4,1,1,2,531,768,49,30,96.969276,for
25,5,1,4,1,1,3,589,771,150,37,96.944427,Supplier
29,5,1,5,1,1,1,158,953,18,70,95.0, 
30,5,1,5,1,1,2,2433,400,4,553,95.0, 
34,5,1,6,1,1,1,248,853,119,32,92.673584,TRIVIK
35,5,1,6,1,1,2,379,856,303,38,92.294106,CHICKMAGALUR
39,5,1,7,1,1,1,158,400,2268,667,95.0,   
43,5,1,8,1,1,1,243,951,33,28,92.636269,Sy
44,5,1,8,1,1,2,286,952,90,25,87.835793,No.216
45,5,1,8,1,1,3,387,955,18,23,92.395988,&
46,5,1,8,1,1,4,415,957,47,22,95.090431,344
47,5,1,8,1,1,5,471,953,477,50,73.714172,"Channagondanahalli,Mullayanagiri,"
49,5,1,8,1,2,1,243,997,171,32,96.333717,Chikmagalur
50,5,1,8,1,2,2,423,1002,135,27,77.068047,Karnataka
51,5,1,8,1,2,3,585,1008,42,22,77.068047,Ph:
52,5,1,8,1,2,4,639,1009,91,24,67.355141,Ph:+91
53,5,1,8,1,2,5,742,1008,324,42,79.425064,9148430370/9148430371
55,5,1,8,1,3,1,240,1045,291,29,91.010643,www.trivikhotels.com
58,5,1,8,2,1,1,240,1089,85,25,92.583633,GSTIN
59,5,1,8,2,1,2,336,1098,6,16,90.623512,:
60,5,1,8,2,1,3,352,1093,272,30,64.071114,29AADCK9021D1ZO
61,5,1,8,2,1,4,634,1102,59,23,91.872459,PAN
62,5,1,8,2,1,5,705,1110,4,16,91.872459,:
63,5,1,8,2,1,6,716,1101,193,39,83.230095,AADCK9021D
67,5,1,9,1,1,1,237,1272,226,34,90.924637,Mrs.GEETHA
68,5,1,9,1,1,2,477,1279,109,32,93.025345,PRIYA
69,5,1,9,1,1,3,600,1282,24,29,86.890869,K
70,5,1,9,1,1,4,636,1284,24,28,86.890869,V
74,5,1,10,1,1,1,235,1318,378,39,92.008034,Mr.BALANARASIMHA
75,5,1,10,1,1,2,627,1330,159,32,95.855225,MURTHY
79,5,1,11,1,1,1,291,1411,154,32,81.126945,Check-in
80,5,1,11,1,1,2,459,1416,78,31,64.738579,Date
81,5,1,11,1,1,3,603,1416,573,58,33.167259,[Check-in
82,5,1,11,1,1,4,944,1407,80,73,43.701118,Time
86,5,1,12,1,1,1,1181,1023,1245,65,95.0,  
88,5,1,12,1,2,1,150,1067,2273,116,95.0,    
90,5,1,12,1,3,1,149,1183,84,148,95.0,  
91,5,1,12,1,3,2,1182,1183,1237,140,95.0, 
93,5,1,12,1,4,1,146,1331,87,53,95.0,  
97,5,1,13,1,1,1,1172,1323,1247,61,95.0,  
99,5,1,13,1,2,1,143,1384,190,147,95.0,  
103,5,1,14,1,1,1,600,1384,1814,98,95.0,  
105,5,1,14,1,2,1,1174,1482,1239,137,95.0,  
107,5,1,14,1,3,1,803,1744,1604,39,95.0, 
109,5,1,14,1,4,1,803,1783,1599,48,95.0,  
111,5,1,14,1,5,1,803,1831,1598,45,95.0,  
113,5,1,14,1,6,1,803,1876,1596,48,95.0,  
115,5,1,14,1,7,1,803,1924,1595,45,95.0,  
117,5,1,14,1,8,1,802,1969,1594,48,95.0,  
119,5,1,14,1,9,1,800,2017,1595,46,95.0,  
121,5,1,14,1,10,1,799,2063,1594,47,95.0,  
125,5,1,15,1,1,1,333,1482,162,33,96.271774,12-Jan-23
129,5,1,16,1,1,1,213,1550,177,193,20.271706,eal
130,5,1,16,1,1,2,438,1550,381,193,18.532944,Minas
134,5,1,17,1,1,1,235,1690,159,32,72.483322,12/Jan/23]
135,5,1,17,1,1,2,421,1695,87,30,96.140701,Tariff
137,5,1,17,1,2,1,234,1737,159,31,61.009167,12/Jan/23]
138,5,1,17,1,2,2,421,1741,185,33,96.370499,Continental
139,5,1,17,1,2,3,621,1747,72,30,96.370499,Plan
141,5,1,17,1,3,1,232,1783,159,32,61.669582,12/Jan/23]
142,5,1,17,1,3,2,418,1788,125,31,93.178055,Arabica
143,5,1,17,1,3,3,556,1807,11,5,93.178055,-
144,5,1,17,1,3,4,579,1792,81,30,96.733253,4436
146,5,1,17,1,4,1,232,1830,158,31,58.318756,12/Jan/23]
147,5,1,17,1,4,2,417,1834,124,32,93.127502,Arabica
148,5,1,17,1,4,3,555,1854,10,4,93.082611,-
149,5,1,17,1,4,4,577,1840,81,29,96.578438,4439
151,5,1,17,1,5,1,231,1876,157,32,72.267914,13/Jan/23]
152,5,1,17,1,5,2,417,1881,85,30,96.199852,Tariff
155,5,1,17,2,1,1,229,1923,158,31,67.791992,13/Jan/23]
156,5,1,17,2,1,2,415,1927,186,33,96.303108,Continental
157,5,1,17,2,1,3,615,1933,72,29,96.9935,Plan
159,5,1,17,2,2,1,228,1969,157,32,51.171646,13/Jan/23]
160,5,1,17,2,2,2,414,1974,99,37,96.600967,Valley
161,5,1,17,2,2,3,525,1977,79,30,92.790543,View
162,5,1,17,2,2,4,615,1995,12,4,92.790543,-
163,5,1,17,2,2,5,663,1981,57,29,96.910248,1192
165,5,1,17,2,3,1,226,2014,158,33,40.400208,13/Jan/23}
166,5,1,17,2,3,2,414,2020,94,30,96.155869,Room
167,5,1,17,2,3,3,522,2022,123,33,93.260124,Service
168,5,1,17,2,3,4,657,2042,10,5,93.148956,-
169,5,1,17,2,3,5,679,2028,83,29,96.906799,4397
171,5,1,17,2,4,1,225,2061,159,33,51.752518,13/Jan/23|
172,5,1,17,2,4,2,409,2065,125,32,93.116379,Arabica
173,5,1,17,2,4,3,547,2086,11,5,93.105331,-
174,5,1,17,2,4,4,570,2071,82,30,96.924187,4450
178,5,1,18,1,1,1,138,1619,268,55,95.0, 
