,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
4,5,1,1,1,1,1,213,515,201,25,91.567726,SoftwareONE
5,5,1,1,1,1,2,427,515,70,25,95.885353,India
6,5,1,1,1,1,3,509,516,51,23,96.529541,Pvt.
7,5,1,1,1,1,4,575,515,50,25,96.44075,Ltd.
11,5,1,2,1,1,1,214,569,149,25,96.436897,Karnataka
15,5,1,3,1,1,1,2008,89,366,155,92.172668,ONE
19,5,1,4,1,1,1,1219,511,53,20,93.149498,IRN:
20,5,1,4,1,1,2,1284,510,1026,22,63.879333,3e0749e20d19d4e41345eea541d25493ee0f945798d2150b92be0c9d18939289
24,5,1,5,1,1,1,212,624,92,24,90.765129,Tower
25,5,1,5,1,1,2,316,623,75,29,90.765129,"B,3rd"
26,5,1,5,1,1,3,405,623,177,29,92.443848,"Floor,Global"
27,5,1,5,1,1,4,594,623,171,31,96.18631,Technology
28,5,1,5,1,1,5,777,623,72,29,96.819977,"Park,"
30,5,1,5,1,2,1,214,678,290,24,87.925858,Devarabeesanahalli
31,5,1,5,1,2,2,518,674,104,39,0.0,"Village,"
32,5,1,5,1,2,3,635,678,98,24,0.0,Varthur
33,5,1,5,1,2,4,746,678,71,24,91.399399,Hobli
37,5,1,6,1,1,1,214,732,156,31,96.441154,"Bangalore,"
38,5,1,6,1,1,2,383,732,109,24,96.441154,560103
42,5,1,7,1,1,1,204,872,78,35,96.773491,Tally
43,5,1,7,1,1,2,295,872,151,27,96.198715,Solutions
44,5,1,7,1,1,3,461,873,51,26,96.72654,Pvt
45,5,1,7,1,1,4,525,872,56,27,96.47805,Ltd.
47,5,1,7,1,2,1,204,915,170,26,92.287857,Annamma
48,5,1,7,1,2,2,385,913,134,28,96.649025,Thomas
52,5,1,8,1,1,1,204,956,80,26,96.375755,AMR
53,5,1,8,1,1,2,298,955,80,28,96.402184,Tech
54,5,1,8,1,1,3,394,955,73,28,96.644135,Park
55,5,1,8,1,1,4,482,956,24,31,94.179749,"II,"
56,5,1,8,1,1,5,523,956,52,27,94.967773,No.
57,5,1,8,1,1,6,591,956,38,27,91.840591,23
58,5,1,8,1,1,7,642,956,23,27,91.840591,&
59,5,1,8,1,1,8,678,956,39,26,96.752922,24
61,5,1,8,1,2,1,206,997,230,35,91.828857,"Hongasandra,"
62,5,1,8,1,2,2,452,998,97,26,96.128014,Hosur
63,5,1,8,1,2,3,563,997,76,27,96.669662,Main
64,5,1,8,1,2,4,654,997,85,27,96.347305,Road
68,5,1,9,1,1,1,206,1038,175,35,96.405655,"Bangalore,"
69,5,1,9,1,1,2,397,1039,122,27,96.299202,560068
71,5,1,9,1,2,1,206,1081,72,26,96.963997,KAR
75,5,1,10,1,1,1,201,1561,85,36,96.079399,Tax
76,5,1,10,1,1,2,304,1560,168,37,93.246407,Invoice
77,5,1,10,1,1,3,490,1561,371,36,91.328545,IN-PSI-06-18938
81,5,1,11,1,1,1,202,1672,49,22,96.797745,Sell
82,5,1,11,1,1,2,261,1674,26,20,96.367477,to
83,5,1,11,1,1,3,298,1672,114,22,96.367477,Address
87,5,1,12,1,1,1,202,1743,60,28,96.733429,Tally
88,5,1,12,1,1,2,272,1743,118,22,95.990822,Solutions
89,5,1,12,1,1,3,401,1745,40,20,95.639465,Pvt
90,5,1,12,1,1,4,451,1743,44,22,96.43309,Ltd.
92,5,1,12,1,2,1,201,1777,133,21,90.656662,Annamma
93,5,1,12,1,2,2,343,1776,103,22,96.352776,Thomas
95,5,1,12,1,3,1,201,1810,63,20,96.591125,AMR
96,5,1,12,1,3,2,274,1809,63,21,96.231049,Tech
97,5,1,12,1,3,3,349,1809,57,21,96.625298,Park
98,5,1,12,1,3,4,417,1810,20,24,94.381058,"II,"
99,5,1,12,1,3,5,450,1810,40,20,96.788803,No.
100,5,1,12,1,3,6,502,1810,30,20,92.649933,23
101,5,1,12,1,3,7,542,1810,18,20,92.649933,&
102,5,1,12,1,3,8,570,1810,30,20,96.75322,24
106,5,1,13,1,1,1,203,1842,179,27,92.729034,"Hongasandra,"
107,5,1,13,1,1,2,395,1843,75,20,96.394302,Hosur
108,5,1,13,1,1,3,480,1842,60,21,95.437469,Main
109,5,1,13,1,1,4,552,1842,65,21,96.194916,Road
113,5,1,14,1,1,1,203,1874,136,28,95.886993,"Bangalore,"
114,5,1,14,1,1,2,351,1875,95,21,96.761955,560068
116,5,1,14,1,2,1,203,1908,56,20,96.649101,KAR
120,5,1,15,1,1,1,1219,917,58,20,97.018257,Date
123,5,1,15,2,1,1,1218,958,124,20,96.462982,Customer
124,5,1,15,2,1,2,1352,957,67,21,96.462982,Code
126,5,1,15,2,2,1,1218,999,124,21,93.285408,Customer
127,5,1,15,2,2,2,1352,999,86,21,90.85984,GSTIN
129,5,1,15,2,3,1,1218,1040,124,21,96.725319,Customer
130,5,1,15,2,3,2,1353,1041,56,20,96.661575,PAN
132,5,1,15,2,4,1,1219,1082,38,20,95.113907,PO
133,5,1,15,2,4,2,1269,1082,40,20,96.48513,No.
136,5,1,15,3,1,1,1217,1123,61,21,96.890343,Your
137,5,1,15,3,1,2,1288,1122,131,22,96.715599,Reference
139,5,1,15,3,2,1,1218,1164,73,21,95.759438,Order
140,5,1,15,3,2,2,1301,1165,41,20,96.612694,No.
142,5,1,15,3,3,1,1218,1205,159,27,96.680351,Salesperson
144,5,1,15,3,4,1,1218,1247,60,21,96.526833,Your
145,5,1,15,3,4,2,1288,1247,99,21,96.616051,Contact
146,5,1,15,3,4,3,1397,1247,88,21,96.870224,Person
148,5,1,15,3,5,1,1219,1287,78,22,96.231987,E-Mail
151,5,1,15,4,1,1,1218,1330,85,20,91.460129,GSTIN
154,5,1,15,5,1,1,1219,1370,69,22,96.214546,Place
155,5,1,15,5,1,2,1299,1370,23,22,96.588326,of
156,5,1,15,5,1,3,1331,1370,88,28,96.342567,Supply
160,5,1,16,1,1,1,922,1672,122,28,96.303001,Shipping
161,5,1,16,1,1,2,1055,1672,115,22,96.465614,Address
165,5,1,17,1,1,1,922,1743,61,28,96.4058,Tally
166,5,1,17,1,1,2,992,1743,118,22,96.432808,Solutions
167,5,1,17,1,1,3,1121,1745,40,20,96.453598,Pvt
168,5,1,17,1,1,4,1172,1743,43,22,96.568069,Ltd.
170,5,1,17,1,2,1,922,1777,132,21,91.481232,Annamma
171,5,1,17,1,2,2,1063,1776,104,22,96.914276,Thomas
174,5,1,17,2,1,1,921,1810,63,20,96.531754,AMR
175,5,1,17,2,1,2,995,1809,62,21,96.213982,Tech
176,5,1,17,2,1,3,1069,1809,58,21,93.664993,Park
177,5,1,17,2,1,4,1138,1810,19,24,92.37027,"II,"
178,5,1,17,2,1,5,1170,1810,40,20,96.894722,No.
179,5,1,17,2,1,6,1222,1810,30,20,93.034714,23
180,5,1,17,2,1,7,1262,1810,18,20,93.034714,&
181,5,1,17,2,1,8,1290,1810,31,20,96.939835,24
183,5,1,17,2,2,1,924,1841,178,28,91.210442,"Hongasandra,"
184,5,1,17,2,2,2,1115,1843,75,20,96.54718,Hosur
185,5,1,17,2,2,3,1201,1842,59,21,96.166397,Main
186,5,1,17,2,2,4,1272,1842,66,21,96.682861,Road
188,5,1,17,2,3,1,924,1874,136,28,95.623245,"Bangalore,"
189,5,1,17,2,3,2,1072,1875,94,21,95.623245,560068
192,5,1,17,3,1,1,924,1908,56,20,96.791214,KAR
196,5,1,18,1,1,1,1362,2110,51,18,96.612434,Start
197,5,1,18,1,1,2,1422,2110,50,18,96.567909,Date
199,5,1,18,1,2,1,640,2153,135,31,96.36763,Description
200,5,1,18,1,2,2,1363,2157,41,18,96.590332,End
201,5,1,18,1,2,3,1414,2157,50,18,96.425583,Date
205,5,1,19,1,1,1,994,2204,100,18,92.601555,Disc-Lev.
209,5,1,20,1,1,1,641,2204,145,18,96.540535,Manufacturer
213,5,1,21,1,1,1,1140,2200,77,32,95.848953,Format
214,5,1,21,1,1,2,1363,2204,35,18,96.182167,Lic.
215,5,1,21,1,1,3,1409,2204,64,18,96.612885,Model
219,5,1,22,1,1,1,1982,554,337,334,95.0,  
223,5,1,23,1,1,1,1986,554,50,22,33.403488,Oe
224,5,1,23,1,1,2,2058,539,35,57,30.754349,gate
225,5,1,23,1,1,3,2249,554,66,44,28.27256,ano
229,5,1,24,1,1,1,1657,916,161,21,95.960175,26-Jan-2023
232,5,1,24,2,1,1,1659,958,203,20,92.18956,IN-SCU-100973
234,5,1,24,2,2,1,1657,999,265,21,91.255409,29AAACP7879D1Z0
236,5,1,24,2,3,1,1656,1040,183,21,87.094894,AAACP7879D
239,5,1,24,3,1,1,1658,1082,163,20,89.984268,DEC'AZURE
240,5,1,24,3,1,2,1831,1082,63,20,96.903862,2022
242,5,1,24,3,2,1,1658,1122,420,27,91.861794,procurement@tallysolutions.com
244,5,1,24,3,3,1,1659,1164,205,21,91.510696,IN-SCO-220178
247,5,1,24,4,1,1,1658,1205,67,21,91.48027,Nihar
248,5,1,24,4,1,2,1736,1206,100,26,91.778748,Routray
251,5,1,24,5,1,1,1657,1246,73,28,96.780067,Jyothi
252,5,1,24,5,1,2,1743,1246,55,28,96.516533,Raju
254,5,1,24,5,2,1,1656,1287,375,28,37.797691,jyothi.rajlu@softwareone.com
256,5,1,24,5,3,1,1657,1330,272,20,76.190094,29AAOCS6228H1ZU
258,5,1,24,5,4,1,1657,1370,174,22,90.602478,29-Karnataka
262,5,1,25,1,1,1,1309,1567,153,39,95.413269,Original
263,5,1,25,1,1,2,1477,1567,54,30,96.28434,for
264,5,1,25,1,1,3,1546,1567,184,39,95.996925,Recipient
268,5,1,26,1,1,1,1655,1672,106,22,96.085503,Licence
269,5,1,26,1,1,2,1771,1672,115,22,96.461243,Address
273,5,1,27,1,1,1,1654,1743,61,28,96.727776,Tally
274,5,1,27,1,1,2,1725,1743,117,22,95.736374,Solutions
275,5,1,27,1,1,3,1854,1744,39,21,96.041603,Pvt
276,5,1,27,1,1,4,1904,1743,44,22,96.543365,Ltd.
279,5,1,27,2,1,1,1654,1777,62,21,96.72554,AMR
280,5,1,27,2,1,2,1727,1776,62,22,95.963661,Tech
281,5,1,27,2,1,3,1802,1776,57,22,95.963661,Park
282,5,1,27,2,1,4,1870,1777,19,24,94.868187,"II,"
283,5,1,27,2,1,5,1902,1777,41,21,95.99176,No.
284,5,1,27,2,1,6,1955,1777,29,21,90.977867,23
285,5,1,27,2,1,7,1995,1777,18,21,90.977867,&
286,5,1,27,2,1,8,2023,1777,30,20,96.627769,24
288,5,1,27,2,2,1,1656,1809,178,27,92.448349,"Hongasandra,"
289,5,1,27,2,2,2,1847,1810,75,20,96.726677,Hosur
290,5,1,27,2,2,3,1933,1809,59,21,95.841713,Main
291,5,1,27,2,2,4,2004,1809,66,21,96.481171,Road
293,5,1,27,2,3,1,1656,1842,136,27,96.108444,"Bangalore,"
294,5,1,27,2,3,2,1804,1842,95,21,96.395576,560068
297,5,1,27,3,1,1,1656,1875,56,21,96.174156,KAR
301,5,1,28,1,1,1,1550,2109,83,19,96.516151,Version
303,5,1,28,1,2,1,1551,2157,34,18,73.775955,Os
304,5,1,28,1,2,2,2273,2157,93,18,96.883453,Amount
306,5,1,28,1,3,1,2079,2204,50,18,74.975433,GST
307,5,1,28,1,3,2,2137,2204,21,18,74.975433,%
311,5,1,29,1,1,1,1552,2204,35,18,93.891769,Lic.
312,5,1,29,1,1,2,1598,2204,78,18,96.298065,Metrics
313,5,1,29,1,1,3,1930,2204,47,18,96.527725,Unit
314,5,1,29,1,1,4,1986,2204,59,18,96.527725,Price
318,5,1,30,1,1,1,199,2201,2168,29,95.0, 
322,5,1,31,1,1,1,203,2366,25,18,47.906036,10
323,5,1,31,1,1,2,273,2366,125,22,47.555786,6QK-00001
325,5,1,31,1,2,1,274,2417,108,18,92.107399,HSN/SAC
326,5,1,31,1,2,2,391,2417,81,18,95.815689,997331
330,5,1,32,1,1,1,202,2571,26,18,62.213024,20
331,5,1,32,1,1,2,273,2571,125,22,56.601566,6QK-00001
333,5,1,32,1,2,1,274,2622,108,18,92.465149,HSN/SAC
334,5,1,32,1,2,2,391,2622,81,18,93.898521,997331
338,5,1,33,1,1,1,639,2264,35,18,95.056923,1st
339,5,1,33,1,1,2,682,2264,44,18,96.699005,Dec
340,5,1,33,1,1,3,734,2264,54,18,96.013794,2022
341,5,1,33,1,1,4,796,2265,23,17,96.445328,to
342,5,1,33,1,1,5,827,2264,50,18,96.5821,31st
343,5,1,33,1,1,6,885,2264,44,18,96.183784,Dec
344,5,1,33,1,1,7,937,2264,54,18,96.494743,2022
348,5,1,34,1,1,1,638,2366,64,18,96.447403,Azure
349,5,1,34,1,1,2,712,2367,130,22,96.288437,prepayment
353,5,1,35,1,1,1,640,2417,85,23,96.751923,Monthly
354,5,1,35,1,1,2,734,2417,134,23,96.684204,Subscription
355,5,1,35,1,1,3,877,2417,43,18,96.737534,Add
356,5,1,35,1,1,4,930,2417,49,18,96.988441,Prod
360,5,1,36,1,1,1,636,2464,103,31,96.81308,Microsoft
361,5,1,36,1,1,2,992,2469,100,17,92.171555,LEVELA
362,5,1,36,1,1,3,1137,2469,49,17,96.873024,SUB
363,5,1,36,1,1,4,1362,2469,38,17,92.004341,IEA
364,5,1,36,1,1,5,1407,2469,51,17,96.094727,ADD
366,5,1,36,1,2,1,638,2571,64,18,96.703407,Azure
367,5,1,36,1,2,2,712,2570,133,24,96.704041,marketplace
370,5,1,36,2,1,1,640,2622,85,23,96.740662,Monthly
371,5,1,36,2,1,2,734,2622,134,23,96.521088,Subscription
372,5,1,36,2,1,3,877,2622,43,18,96.756615,Add
373,5,1,36,2,1,4,930,2622,49,18,96.979149,Prod
376,5,1,36,3,1,1,636,2669,103,31,96.772217,Microsoft
377,5,1,36,3,1,2,992,2674,100,17,91.194687,LEVELA
378,5,1,36,3,1,3,1137,2674,49,17,96.851036,SUB
379,5,1,36,3,1,4,1362,2674,38,17,92.618156,IEA
380,5,1,36,3,1,5,1407,2674,51,17,95.94146,ADD
384,5,1,37,1,1,1,1550,2365,167,19,84.530991,NON-SPEC/AL
