,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
4,5,1,1,1,1,1,63,79,216,112,31.21891,Pals
5,5,1,1,1,1,2,1197,127,63,23,94.945938,TAX
6,5,1,1,1,1,3,1274,127,132,24,94.945938,INVOICE
10,5,1,2,1,1,1,65,247,102,25,96.728439,Invoice
11,5,1,2,1,1,2,180,247,117,25,92.099823,number:
12,5,1,2,1,1,3,312,248,234,24,92.099823,PM22B3467677
13,5,1,2,1,1,4,1951,253,188,32,91.435417,"Monday,24th"
14,5,1,2,1,1,5,2151,253,116,26,96.824081,October
15,5,1,2,1,1,6,2278,254,78,25,96.084236,10:00
16,5,1,2,1,1,7,2369,255,45,23,96.754547,PM
18,5,1,2,1,2,1,64,315,143,24,96.592041,Customer
19,5,1,2,1,2,2,219,314,105,25,96.000778,Details:
20,5,1,2,1,2,3,336,315,179,24,96.188225,9008511911
22,5,1,2,1,3,1,65,374,116,32,93.274788,Booking
23,5,1,2,1,3,2,194,375,367,27,39.156639,ID:280661/19448192990
24,5,1,2,1,3,3,1834,374,117,32,96.596451,Booking
25,5,1,2,1,3,4,1964,376,71,24,90.300934,Date:
26,5,1,2,1,3,5,2048,374,241,33,90.300934,"Monday,October"
27,5,1,2,1,3,6,2299,375,117,29,96.748016,"24,2022"
31,5,1,3,1,1,1,64,435,80,25,96.658249,Order
32,5,1,3,1,1,2,156,436,34,24,96.599899,ID:
33,5,1,3,1,1,3,203,436,201,24,96.881592,19448192990
37,5,1,4,1,1,1,2026,472,227,76,54.306568,ORO
41,5,1,5,1,1,1,64,615,107,22,82.043625,"Kannada,"
42,5,1,5,1,1,2,180,616,40,19,87.475952,U/A
44,5,1,5,1,2,1,64,655,58,25,96.752876,Balaji
45,5,1,5,1,2,2,130,656,29,18,96.80249,4K
46,5,1,5,1,2,3,166,656,72,19,96.252586,Atmos
47,5,1,5,1,2,4,247,656,27,19,96.662483,3D
48,5,1,5,1,2,5,283,656,88,22,93.292747,"Cinema,"
49,5,1,5,1,2,6,379,655,169,20,92.509171,Chikkalasandra
