,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
4,5,1,1,1,1,1,1932,100,107,28,96.254814,Original
5,5,1,1,1,1,2,2050,100,39,22,96.618484,for
6,5,1,1,1,1,3,2101,100,125,28,96.456146,Recipient
10,5,1,2,1,1,1,419,101,37,62,2.869354,“yi
11,5,1,2,1,1,2,875,103,95,36,95.617661,TAX
12,5,1,2,1,1,3,990,102,198,37,95.617661,INVOICE
14,5,1,2,1,2,1,453,164,3,7,38.389698,:
15,5,1,2,1,2,2,651,176,169,42,92.186104,Bisleri
16,5,1,2,1,2,3,844,176,339,42,95.91391,International
17,5,1,2,1,2,4,1207,176,97,41,93.290031,Pvt.
18,5,1,2,1,2,5,1328,175,336,42,92.103638,Ltd.-Mumbai
22,5,1,3,1,1,1,385,143,97,38,95.0, 
26,5,1,4,1,1,1,337,297,103,21,96.730064,Western
27,5,1,4,1,1,2,452,297,90,27,96.657562,Express
28,5,1,4,1,1,3,554,296,108,28,91.561317,Highway
29,5,1,4,1,1,4,672,313,4,8,91.561317,","
30,5,1,4,1,1,5,686,295,98,22,96.693138,Andheri
31,5,1,4,1,1,6,796,296,62,26,96.00061,"East,"
32,5,1,4,1,1,7,870,295,102,23,58.606239,"Mumbai,"
33,5,1,4,1,1,8,983,296,108,25,93.283852,400099
34,5,1,4,1,1,9,1111,307,7,3,92.946991,-
35,5,1,4,1,1,10,1130,295,29,22,96.556641,27
36,5,1,4,1,1,11,1179,295,77,22,96.129921,Phone
37,5,1,4,1,1,12,1267,296,42,21,92.917915,No.
38,5,1,4,1,1,13,1320,307,8,2,92.917915,-
39,5,1,4,1,1,14,1341,295,43,22,95.63903,+91
40,5,1,4,1,1,15,1399,295,29,22,95.63903,22
41,5,1,4,1,1,16,1439,295,125,22,93.286911,61447000
42,5,1,4,1,1,17,1584,295,9,10,93.036545,*
43,5,1,4,1,1,18,1613,295,39,22,94.536644,Fax
44,5,1,4,1,1,19,1663,295,42,21,93.21315,No.
45,5,1,4,1,1,20,1716,306,8,3,93.048622,-
46,5,1,4,1,1,21,1735,295,186,21,91.559715,022-61447146
48,5,1,4,1,2,1,191,347,74,20,92.300995,REGD.
49,5,1,4,1,2,2,277,346,87,21,92.914879,OFFICE
50,5,1,4,1,2,3,376,352,3,15,86.288727,:
51,5,1,4,1,2,4,389,347,103,20,96.864189,Western
52,5,1,4,1,2,5,504,347,91,27,96.322891,Express
53,5,1,4,1,2,6,607,345,113,29,96.322891,"Highway,"
54,5,1,4,1,2,7,730,345,98,22,92.995918,Andheri
55,5,1,4,1,2,8,840,346,35,25,90.27726,"(E),"
56,5,1,4,1,2,9,887,345,102,22,93.121452,Mumbai
57,5,1,4,1,2,10,1001,357,8,3,91.464455,-
58,5,1,4,1,2,11,1019,345,47,22,92.830605,400
59,5,1,4,1,2,12,1077,345,101,22,87.414978,099.Tel.:
60,5,1,4,1,2,13,1190,345,43,22,96.571152,+91
61,5,1,4,1,2,14,1249,345,28,21,94.865379,22
62,5,1,4,1,2,15,1288,345,62,22,94.865379,6144
63,5,1,4,1,2,16,1360,345,61,22,93.237801,7000
64,5,1,4,1,2,17,1440,345,10,11,89.077896,*
65,5,1,4,1,2,18,1461,345,67,22,89.077896,FSSAI
66,5,1,4,1,2,19,1540,345,32,22,96.607529,Lic
67,5,1,4,1,2,20,1583,345,35,22,92.070526,No
68,5,1,4,1,2,21,1629,351,3,16,91.038483,:
69,5,1,4,1,2,22,1645,345,220,21,92.003387,10013022001539
70,5,1,4,1,2,23,1884,345,10,10,92.38398,*
71,5,1,4,1,2,24,1912,345,53,21,96.80864,Visit
72,5,1,4,1,2,25,1976,351,24,15,94.759087,us
73,5,1,4,1,2,26,2011,347,36,19,88.618362,at:
75,5,1,4,1,3,1,301,396,65,21,91.586998,FSSAI
76,5,1,4,1,3,2,380,396,31,21,93.217888,Lic
77,5,1,4,1,3,3,422,396,265,21,92.601997,No.10013022001539
78,5,1,4,1,3,4,715,396,43,21,92.571297,CIN
79,5,1,4,1,3,5,772,407,7,3,92.570221,-
80,5,1,4,1,3,6,792,395,353,22,88.548233,U15540MH1984PTC127572
81,5,1,4,1,3,7,1173,395,75,22,88.548233,GSTIN
82,5,1,4,1,3,8,1262,396,41,21,93.276573,No.
83,5,1,4,1,3,9,1321,395,251,22,92.193245,27AACCA4355K1ZL
84,5,1,4,1,3,10,1584,395,52,21,96.540688,PAN
85,5,1,4,1,3,11,1649,395,42,21,92.485962,No.
86,5,1,4,1,3,12,1702,406,8,3,92.485962,-
87,5,1,4,1,3,13,1722,395,172,21,92.395607,AACCA4355K
89,5,1,4,1,4,1,577,443,41,21,96.413506,IRN
90,5,1,4,1,4,2,632,443,41,21,92.962181,No.
91,5,1,4,1,4,3,684,441,637,23,50.623737,34d9e0762ad02b85bba9e0
92,5,1,4,1,4,4,1035,437,13,38,50.623737,1
93,5,1,4,1,4,5,1054,441,625,23,60.732265,fae4ae0a187d91c651be58e21fcb79819670050e1
97,5,1,5,1,1,1,86,539,452,410,95.0, 
101,5,1,6,1,1,1,106,974,96,25,93.299606,Name
102,5,1,6,1,1,2,217,972,23,27,93.070366,&
103,5,1,6,1,1,3,253,973,146,26,96.776161,Address
104,5,1,6,1,1,4,410,968,38,43,96.901756,of
105,5,1,6,1,1,5,460,972,122,34,94.401711,Buyer:
106,5,1,6,1,1,6,1006,982,78,34,96.678406,Ship
107,5,1,6,1,1,7,1097,982,43,28,96.085136,To
108,5,1,6,1,1,8,1153,982,146,27,96.085136,Address
109,5,1,6,1,1,9,1769,1004,5,4,0.0,.
111,5,1,6,1,2,1,112,1018,97,24,96.662003,TALLY
112,5,1,6,1,2,2,221,1018,189,24,96.816269,SOLUTIONS
113,5,1,6,1,2,3,424,1018,141,24,93.306206,PVT.LTD.
114,5,1,6,1,2,4,578,1032,8,3,92.193253,-
115,5,1,6,1,2,5,599,1018,147,31,90.571411,(Goregaon
116,5,1,6,1,2,6,759,1031,9,4,92.884071,-
117,5,1,6,1,2,7,781,1017,71,31,96.375183,East)
118,5,1,6,1,2,8,1018,1027,100,25,96.899307,TALLY
119,5,1,6,1,2,9,1129,1026,189,26,96.942261,SOLUTIONS
120,5,1,6,1,2,10,1331,1027,140,25,88.702858,PVT.LTD.
121,5,1,6,1,2,11,1484,1041,9,3,88.702858,-
122,5,1,6,1,2,12,1506,1026,169,32,44.056774,(Goregaon-
123,5,1,6,1,2,13,1701,1004,110,24,43.746521,Voice
124,5,1,6,1,2,14,1824,1004,47,24,43.746521,No.
125,5,1,6,1,2,15,1938,1013,2,17,27.284462,=:
126,5,1,6,1,2,16,1991,1000,292,25,29.867645,MiI22234020042974
128,5,1,6,1,3,1,1020,1065,72,31,96.76075,East)
129,5,1,6,1,3,2,1702,1051,97,24,94.534698,Invoice
130,5,1,6,1,3,3,1811,1051,130,26,17.557671,Date.
131,5,1,6,1,3,4,2114,1047,126,25,93.093864,31-12-22
133,5,1,6,1,4,1,121,1107,51,23,72.875336,16th
134,5,1,6,1,4,2,187,1106,168,25,57.286125,"Floor,A-Wing"
135,5,1,6,1,4,3,389,1106,66,24,93.230408,1602
136,5,1,6,1,4,4,469,1106,83,29,92.06205,",Lotus"
137,5,1,6,1,4,5,565,1106,139,24,93.27951,Corporate
138,5,1,6,1,4,6,716,1105,134,29,92.274895,"Park,185."
139,5,1,6,1,4,7,1700,1096,70,25,96.819618,Time
140,5,1,6,1,4,8,1782,1096,26,25,96.827621,of
141,5,1,6,1,4,9,1938,1106,3,17,80.444916,:
142,5,1,6,1,4,10,2120,1093,121,25,94.619095,15:48:10
144,5,1,6,1,5,1,213,1113,14,16,5.908417,2
145,5,1,6,1,5,2,335,1112,38,24,0.0,"""S"
146,5,1,6,1,5,3,522,1113,13,17,0.0,""""
147,5,1,6,1,5,4,1019,1130,58,25,93.285934,16th
148,5,1,6,1,5,5,1091,1130,186,31,91.121071,"Floor,A-Wing"
149,5,1,6,1,5,6,1292,1130,66,24,93.270927,1602
150,5,1,6,1,5,7,1373,1130,82,29,92.527016,",Lotus"
151,5,1,6,1,5,8,1468,1129,139,32,96.725708,Corporate
152,5,1,6,1,5,9,1701,1144,82,24,96.659981,Route
153,5,1,6,1,5,10,1796,1143,73,25,96.891083,Code
154,5,1,6,1,5,11,1938,1153,3,3,0.0,;
155,5,1,6,1,5,12,2163,1140,74,25,96.437126,C048
157,5,1,6,1,6,1,1018,1161,125,43,92.93734,Park.185
158,5,1,6,1,6,2,1938,1167,3,3,53.625771,:
160,5,1,6,1,7,1,114,1193,52,22,88.873474,AG
161,5,1,6,1,7,2,237,1193,2,2,85.690201,i
162,5,1,6,1,7,3,791,1213,3,3,0.0,Y
163,5,1,6,1,7,4,1148,1189,4,3,54.021706,:
164,5,1,6,1,7,5,1701,1187,57,25,96.208473,Party
165,5,1,6,1,7,6,1784,1187,73,25,96.956528,Code
166,5,1,6,1,7,7,1938,1197,3,16,0.716667,:
167,5,1,6,1,7,8,2130,1184,111,25,90.691849,C00240
169,5,1,6,1,8,1,138,1192,139,25,80.929176,.Gramfirth
170,5,1,6,1,8,2,291,1193,68,24,93.255295,Steel
171,5,1,6,1,8,3,372,1192,207,31,89.735817,"compound,Jay"
172,5,1,6,1,8,4,590,1192,131,29,91.663818,"Coach,W"
173,5,1,6,1,8,5,735,1191,183,32,90.837189,Exp.GOREG
174,5,1,6,1,8,6,1016,1213,165,30,32.51268,A.Gramfirth
175,5,1,6,1,8,7,1194,1213,69,25,93.228416,Steel
176,5,1,6,1,8,8,1275,1213,207,31,58.782673,compound.Jay
177,5,1,6,1,8,9,1492,1213,133,30,76.321548,"Coach,"
178,5,1,6,1,8,10,1602,1188,25,60,92.695755,W
179,5,1,6,1,8,11,1760,1194,13,24,92.35228,y
180,5,1,6,1,8,12,2101,1233,133,21,13.598648,Piacente
182,5,1,6,1,9,1,116,1267,5,7,37.505573,:
183,5,1,6,1,9,2,1018,1251,184,25,84.995789,Exp.GOREG
184,5,1,6,1,9,3,1700,1237,63,22,96.587769,Place
185,5,1,6,1,9,4,1778,1236,21,23,96.621819,of
186,5,1,6,1,9,5,1808,1237,133,28,65.670387,Supply:
187,5,1,6,1,9,6,2123,1238,136,16,39.003296,aharasntra
189,5,1,6,1,10,1,115,1265,126,24,95.777344,MUMBAI
190,5,1,6,1,10,2,254,1266,105,23,96.110626,400063
191,5,1,6,1,10,3,1055,1258,15,24,41.367271,p
192,5,1,6,1,10,4,1697,1281,105,21,15.484055,Revers
193,5,1,6,1,10,5,1935,1286,3,3,12.462845,;
194,5,1,6,1,10,6,2216,1276,41,22,96.077888,NO
