,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
4,5,1,1,1,1,1,32,1,576,9,95.0, 
8,5,1,2,1,1,1,0,1320,4,332,95.0, 
12,5,1,3,1,1,1,109,69,170,82,92.612694,SADIA
13,5,1,3,1,1,2,888,60,133,82,43.235374,dts
14,5,1,3,1,1,3,1068,60,97,82,15.850151,hw
16,5,1,3,1,2,1,110,142,119,26,93.283882,Perfumes
17,5,1,3,1,2,2,240,142,22,25,93.279671,&
18,5,1,3,1,2,3,273,142,132,25,92.655952,Cosmetics
19,5,1,3,1,2,4,416,141,90,29,92.250412,(L.L.C)
20,5,1,3,1,2,5,784,144,110,31,1.986809,(.a.adict)
21,5,1,3,1,2,6,904,146,70,24,0.0,Leenall
22,5,1,3,1,2,7,985,148,23,16,61.669495,al
23,5,1,3,1,2,8,1012,148,27,21,59.870293,gal
24,5,1,3,1,2,9,1051,153,3,16,55.561008,y
25,5,1,3,1,2,10,1063,148,38,21,46.337811,cil
26,5,1,3,1,2,11,1102,144,57,25,28.984978,glaall
30,5,1,4,1,1,1,109,183,25,15,21.34584,Tel.
31,5,1,4,1,1,2,148,196,2,2,72.388474,:
32,5,1,4,1,1,3,159,183,40,15,95.495903,+971
33,5,1,4,1,1,4,208,184,9,13,95.495903,4
34,5,1,4,1,1,5,225,183,76,15,93.255478,2266962
35,5,1,4,1,1,6,310,187,1,5,26.909393,/
36,5,1,4,1,1,7,320,182,77,16,96.708008,2266033
38,5,1,4,1,2,1,110,208,32,14,80.84404,Fax:
39,5,1,4,1,2,2,160,207,40,15,91.617645,+971
40,5,1,4,1,2,3,210,207,76,14,93.909981,2254675
44,5,1,5,1,1,1,866,190,37,9,0.0,+avi
45,5,1,5,1,1,2,918,193,4,8,6.872345,ig
49,5,1,6,1,1,1,932,185,233,46,95.0, 
53,5,1,7,1,1,1,393,1645,59,4,95.0, 
57,5,1,8,1,1,1,110,231,31,15,80.212624,PO.
58,5,1,8,1,1,2,154,231,32,15,89.390594,Box
59,5,1,8,1,1,3,204,230,44,15,72.580986,-8773
60,5,1,8,1,1,4,553,222,61,23,84.189972,Behind
61,5,1,8,1,1,5,627,222,41,14,84.189972,Sima
62,5,1,8,1,1,6,676,222,44,23,93.054993,Hotel
63,5,1,8,1,1,7,1074,240,25,5,12.42868,ie
65,5,1,8,1,2,1,110,254,47,15,4.15416,Deka
66,5,1,8,1,2,2,164,262,5,2,4.15416,=
67,5,1,8,1,2,3,176,254,50,15,36.424225,Dubal
68,5,1,8,1,2,4,235,262,4,2,42.814232,-
69,5,1,8,1,2,5,247,254,49,14,41.691078,UAE
70,5,1,8,1,2,6,544,242,64,14,91.657501,Fikhree
71,5,1,8,1,2,7,616,242,62,14,94.429176,Market.
72,5,1,8,1,2,8,685,242,45,13,97.004944,Deira
73,5,1,8,1,2,9,1035,268,2,2,39.030136,;
74,5,1,8,1,2,10,1057,241,28,9,11.598061,AVY
75,5,1,8,1,2,11,1110,248,20,3,23.726929,3
76,5,1,8,1,2,12,1138,234,27,41,28.460533,al
78,5,1,8,1,3,1,110,278,56,14,93.226509,E-mail:
79,5,1,8,1,3,2,178,277,145,19,72.566048,sadialic@eim.ae
80,5,1,8,1,3,3,526,277,46,14,90.987419,TRN:
81,5,1,8,1,3,4,582,276,164,15,87.964493,100253332900003
82,5,1,8,1,3,5,1015,270,145,14,12.818077,eles
84,5,1,8,1,4,1,1111,348,42,18,96.372742,Page
85,5,1,8,1,4,2,1162,348,6,14,91.311707,1
