,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
4,5,1,1,1,1,1,981,306,79,51,96.453712,SK
5,5,1,1,1,1,2,1074,306,180,51,96.453712,JUICE
6,5,1,1,1,1,3,1275,306,277,51,96.674179,PARLOUR
10,5,1,2,1,1,1,670,381,186,45,92.669075,"No.12/1,"
11,5,1,2,1,1,2,873,382,65,37,96.424492,1st
12,5,1,2,1,1,3,952,379,104,47,96.40593,"floor,"
13,5,1,2,1,1,4,1073,382,102,37,93.173889,Near
14,5,1,2,1,1,5,1188,380,235,39,93.074959,Omshkathi
15,5,1,2,1,1,6,1439,380,172,49,93.204941,"Temple,"
16,5,1,2,1,1,7,1627,381,97,38,92.093742,NGR
17,5,1,2,1,1,8,1740,382,157,48,93.288055,"Layout,"
18,5,1,2,1,1,9,1914,382,191,47,92.313126,Roopena
19,5,1,2,1,1,10,2120,380,199,49,92.615013,Agrahara
21,5,1,2,1,2,1,242,444,123,50,94.876114,TAX
22,5,1,2,1,2,2,385,444,244,51,95.016022,INVOICE
23,5,1,2,1,2,3,1033,439,330,46,91.032166,"Bommanahalli,"
24,5,1,2,1,2,4,1380,439,221,50,93.192444,Bangalore
25,5,1,2,1,2,5,1614,460,13,5,93.192444,-
26,5,1,2,1,2,6,1642,441,175,38,96.390038,560068.
30,5,1,3,1,1,1,791,578,151,38,92.243607,GSTIN:
31,5,1,3,1,1,2,959,578,448,38,68.427521,29BCGPK0890P1ZX
32,5,1,3,1,1,3,1687,564,642,63,29.084846,Po
36,5,1,4,1,1,1,1201,688,127,44,91.959137,Againt
37,5,1,4,1,1,2,1341,688,141,35,96.634552,invoice:
39,5,1,4,1,2,1,1204,751,89,34,96.592621,Date
40,5,1,4,1,2,2,1303,748,40,37,96.98127,of
41,5,1,4,1,2,3,1355,750,142,35,96.085037,Invoice:
42,5,1,4,1,2,4,1518,750,223,35,95.683296,31.12.2022
46,5,1,5,1,1,1,218,813,110,35,95.90937,State:
47,5,1,5,1,1,2,341,811,195,37,95.90937,karnataka
51,5,1,6,1,1,1,551,917,52,37,25.071342,Bill
52,5,1,6,1,1,2,613,922,41,32,25.071342,to
53,5,1,6,1,1,3,665,919,186,44,96.718719,Company
55,5,1,6,1,2,1,249,990,92,26,96.824875,ame:
56,5,1,6,1,2,2,363,982,80,37,57.091255,M/S
57,5,1,6,1,2,3,453,980,98,46,21.497581,.Tally
58,5,1,6,1,2,4,562,980,180,36,96.082809,Solutions
