,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
4,5,1,1,1,1,1,810,0,288,113,95.0, 
6,5,1,1,1,2,1,13,261,18,26,95.0, 
7,5,1,1,1,2,2,810,113,288,116,95.0, 
9,5,1,1,1,3,1,820,338,278,243,95.0,      
11,5,1,1,1,4,1,1056,581,42,56,95.0, 
15,5,1,2,1,1,1,84,59,23,34,24.82003,*
16,5,1,2,1,1,2,171,58,23,35,63.942009,*
17,5,1,2,1,1,3,232,69,170,44,95.538544,Hotel
19,5,1,2,1,2,1,83,160,114,14,96.828247,INTERNATIONAL
20,5,1,2,1,2,2,234,142,157,58,91.927063,Ispat
24,5,1,3,1,1,1,235,211,414,51,95.970444,International
26,5,1,3,1,2,1,31,294,27,25,93.263687,"15,"
27,5,1,3,1,2,2,66,291,85,24,93.134598,BURNPUR
28,5,1,3,1,2,3,158,290,54,25,96.803864,"ROAD,"
29,5,1,3,1,2,4,219,286,171,25,91.151291,"ASANSOL-713304,"
30,5,1,3,1,2,5,398,285,28,22,91.426971,Ph.
31,5,1,3,1,2,6,436,295,2,11,81.487694,:
32,5,1,3,1,2,7,445,283,143,26,81.86853,"0341-2257851,"
33,5,1,3,1,2,8,595,282,47,23,94.334549,MOB:
34,5,1,3,1,2,9,650,281,124,26,96.683846,"9641516345,"
35,5,1,3,1,2,10,781,281,70,22,96.372902,E-MAIL:
36,5,1,3,1,2,11,858,276,47,33,90.458824,hoteli
40,5,1,4,1,1,1,73,105,134,135,95.0, 
44,5,1,5,1,1,1,834,229,264,32,95.0, 
46,5,1,5,1,2,1,905,261,193,26,95.0, 
50,5,1,6,1,1,1,44,362,898,27,95.0, 
54,5,1,7,1,1,1,45,682,1031,19,95.0, 
58,5,1,8,1,1,1,45,709,1031,19,95.0, 
62,5,1,9,1,1,1,48,1060,1039,20,95.0, 
66,5,1,10,1,1,1,499,350,37,15,96.839386,TAX
67,5,1,10,1,1,2,543,351,76,15,93.286461,INVOICE
70,5,1,10,2,1,1,49,397,48,15,96.686958,Room
71,5,1,10,2,1,2,105,397,22,15,72.308243,No
72,5,1,10,2,1,3,200,396,40,15,44.977715,+208
73,5,1,10,2,1,4,779,396,42,19,96.416801,Page
76,5,1,10,3,1,1,49,425,58,15,96.840202,Invoice
77,5,1,10,3,1,2,114,425,26,14,96.63607,No.
78,5,1,10,3,1,3,200,424,51,15,11.198692,+2567
79,5,1,10,3,1,4,779,424,38,15,97.010796,Date
82,5,1,10,4,1,1,48,452,74,15,95.775085,Check-in
83,5,1,10,4,1,2,130,452,16,14,92.840546,ID
84,5,1,10,4,1,3,201,452,51,14,46.90126,12494
85,5,1,10,4,1,4,779,452,30,14,96.793335,Pax
88,5,1,10,5,1,1,49,480,86,15,96.76709,Reference
