,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
4,5,1,1,1,1,1,149,72,2401,5,95.0, 
8,5,1,2,1,1,1,373,88,113,31,93.224442,(Original
9,5,1,2,1,1,2,498,102,8,3,93.076881,-
10,5,1,2,1,1,3,518,90,100,29,90.408539,Buyer’s
11,5,1,2,1,1,4,629,88,79,31,96.933121,Copy)
12,5,1,2,1,1,5,2247,89,149,28,91.600533,e-Invoice
16,5,1,3,1,1,1,1184,111,138,52,95.991982,TAX
17,5,1,3,1,1,2,1347,110,279,53,95.991982,INVOICE
19,5,1,3,1,2,1,270,178,163,103,5.072693,ett
20,5,1,3,1,2,2,446,178,91,72,49.750233,Ew
21,5,1,3,1,2,3,531,234,49,42,33.074883,i
22,5,1,3,1,2,4,748,200,169,55,96.573929,Excellent
23,5,1,3,1,2,5,930,202,146,53,96.906776,Gravure
24,5,1,3,1,2,6,1091,200,182,55,93.026634,Industries
25,5,1,3,1,2,7,1288,203,66,52,89.901001,"Pvt,"
26,5,1,3,1,2,8,1370,200,67,55,87.242073,Ltd.
27,5,1,3,1,2,9,1452,200,122,70,91.47213,[21-22]
28,5,1,3,1,2,10,1588,230,10,9,91.712891,-
29,5,1,3,1,2,11,1613,200,95,70,92.573639,(from
30,5,1,3,1,2,12,1724,200,210,70,81.89949,1-Apr-2021)
34,5,1,4,1,1,1,235,275,61,61,56.316467,ong
35,5,1,4,1,1,2,324,286,170,66,37.005386,_
36,5,1,4,1,1,3,749,277,136,35,90.633369,Kalaphar
37,5,1,4,1,1,4,898,277,136,28,96.707573,Industrial
38,5,1,4,1,1,5,1047,278,80,31,93.024124,"Area,"
39,5,1,4,1,1,6,1141,277,111,35,31.366608,(C.1.T.I.
40,5,1,4,1,1,7,1267,277,146,35,96.80983,"Campus),"
41,5,1,4,1,1,8,1428,277,137,35,96.014565,Gopinath
42,5,1,4,1,1,9,1580,278,99,34,96.014565,"Nagar,"
43,5,1,4,1,1,10,1693,277,144,28,92.82914,Guwahati
44,5,1,4,1,1,11,1850,293,9,3,92.82914,-
46,5,1,4,1,2,1,748,328,121,31,95.983337,"781016,"
47,5,1,4,1,2,2,882,328,104,27,96.519341,Assam
49,5,1,4,1,3,1,748,378,114,27,93.247437,Contact
50,5,1,4,1,3,2,875,384,3,20,91.97168,:
51,5,1,4,1,3,3,892,378,400,31,92.021339,"03612478648,9395271700"
52,5,1,4,1,3,4,1306,377,100,32,88.559128,",E-Mail"
53,5,1,4,1,3,5,1421,384,3,20,88.559128,:
54,5,1,4,1,3,6,1437,377,534,35,78.773956,sales.egip|@manjushreegroup.co.in
58,5,1,5,1,1,1,192,286,532,220,95.0,        
59,5,1,5,1,1,2,2136,142,414,418,95.0, 
63,5,1,6,1,1,1,165,566,55,26,93.07608,IRN
64,5,1,6,1,1,2,236,564,1224,28,42.385399,:0e1c1cd548f08030a8bc100b69665d3d7fa29af98f66e485f84e5d6e3b97b026
66,5,1,6,1,2,1,164,623,62,27,96.503227,Ack
67,5,1,6,1,2,2,238,624,52,26,93.263725,No.
68,5,1,6,1,2,3,305,624,298,26,92.641899,:182212274203963
69,5,1,6,1,2,4,1076,623,63,27,96.404594,Ack
70,5,1,6,1,2,5,1151,624,72,26,93.282166,Date
71,5,1,6,1,2,6,1237,624,172,34,91.668396,:24-Sep-22
73,5,1,6,1,3,1,164,682,103,27,92.322289,GSTIN
74,5,1,6,1,3,2,282,682,341,27,91.483215,:18AABCE0022A1ZM
78,5,1,7,1,1,1,149,727,2401,5,95.0, 
82,5,1,8,1,1,1,149,802,2401,5,95.0, 
86,5,1,9,1,1,1,1087,923,1459,3,95.0, 
