,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
4,5,1,1,1,1,1,948,148,231,47,96.164719,JUPITER
5,5,1,1,1,1,2,1200,148,330,47,96.164719,NETWORKS
7,5,1,1,1,2,1,330,229,65,12,0.0,sropet
8,5,1,1,1,2,2,415,229,41,12,45.439613,uns
9,5,1,1,1,2,3,469,229,40,12,12.341507,tas
10,5,1,1,1,2,4,684,230,65,32,94.064468,No.
11,5,1,1,1,2,5,768,230,31,38,94.064468,"5,"
12,5,1,1,1,2,6,819,230,56,32,84.088852,1st
13,5,1,1,1,2,7,894,228,113,40,96.518486,"Floor,"
14,5,1,1,1,2,8,1025,228,73,34,95.530731,2nd
15,5,1,1,1,2,9,1118,230,119,38,95.684708,"Cross,"
16,5,1,1,1,2,10,1255,230,81,32,96.255836,SGN
17,5,1,1,1,2,11,1357,230,145,40,93.3004,"Layout,"
18,5,1,1,1,2,12,1522,228,151,42,92.586403,Lalbagh
19,5,1,1,1,2,13,1695,228,98,34,96.73555,Road
21,5,1,1,1,3,1,813,288,600,42,91.090012,"sales@jupiternetworks.co.in,"
22,5,1,1,1,3,2,1432,285,294,37,90.021957,9845227331
24,5,1,1,1,4,1,975,350,132,32,92.588722,GSTIN:
25,5,1,1,1,4,2,1125,350,378,32,83.956139,29HCHPS7121C1ZF
29,5,1,2,1,1,1,758,293,32,1,95.0, 
33,5,1,3,1,1,1,758,293,1,21,95.0, 
37,5,1,4,1,1,1,789,293,1,21,95.0, 
41,5,1,5,1,1,1,758,313,32,1,95.0, 
45,5,1,6,1,1,1,1077,476,101,46,96.639046,Tax
46,5,1,6,1,1,2,1199,474,201,48,96.582108,Invoice
50,5,1,7,1,1,1,157,564,142,33,96.748375,Invoice
51,5,1,7,1,1,2,317,565,54,32,96.942703,No
52,5,1,7,1,1,3,573,565,271,32,34.036377,:JNSINV-2615
53,5,1,7,1,1,4,1250,563,175,42,96.534767,Dispatch
54,5,1,7,1,1,5,1445,565,229,45,54.3591,Document
56,5,1,7,1,2,1,157,630,95,32,96.599915,Date
57,5,1,7,1,2,2,573,626,228,42,79.529053,:9/30/2022
58,5,1,7,1,2,3,1250,618,67,50,95.776711,No.
59,5,1,7,1,2,4,1669,621,5,6,30.231033,","
61,5,1,7,1,3,1,157,695,80,32,96.345718,Due
62,5,1,7,1,3,2,255,695,94,32,96.819588,Date
63,5,1,7,1,3,3,573,704,6,23,25.171288,:
64,5,1,7,1,3,4,594,691,207,42,25.171288,9/30/2022
65,5,1,7,1,3,5,1250,688,175,42,96.36338,Dispatch
66,5,1,7,1,3,6,1442,688,171,42,96.063911,Through
70,5,1,8,1,1,1,157,758,185,34,96.78363,Purchase
71,5,1,8,1,1,2,358,758,120,34,96.258774,Order
72,5,1,8,1,1,3,495,760,54,32,92.176323,No
73,5,1,8,1,1,4,573,769,5,23,67.436935,:
74,5,1,8,1,1,5,593,756,383,42,67.436935,PO-HO/0286/22-23
75,5,1,8,1,1,6,1250,754,238,33,96.389626,Destination
79,5,1,9,1,1,1,391,833,140,34,96.170563,Details
80,5,1,9,1,1,2,547,833,42,34,96.341942,of
81,5,1,9,1,1,3,603,834,172,33,96.847527,Receiver
82,5,1,9,1,1,4,790,832,126,43,96.150215,(Billed
83,5,1,9,1,1,5,933,832,65,43,96.315376,To)
84,5,1,9,1,1,6,1436,833,140,34,95.944595,Details
85,5,1,9,1,1,7,1592,833,42,34,93.290398,of
86,5,1,9,1,1,8,1647,834,211,41,92.283203,Consignee
87,5,1,9,1,1,9,1876,832,178,43,96.470222,(Shipped
88,5,1,9,1,1,10,2071,832,65,43,96.953377,To)
92,5,1,10,1,1,1,154,910,118,32,96.689194,TALLY
93,5,1,10,1,1,2,288,910,229,32,96.252609,SOLUTIONS
94,5,1,10,1,1,3,535,910,72,32,96.88266,PVT
95,5,1,10,1,1,4,625,910,69,32,96.483368,LTD
96,5,1,10,1,1,5,1247,910,118,32,96.675369,TALLY
97,5,1,10,1,1,6,1381,910,229,32,96.375488,SOLUTIONS
98,5,1,10,1,1,7,1628,910,72,32,96.581673,PVT
99,5,1,10,1,1,8,1718,910,69,32,96.360886,LTD
101,5,1,10,1,2,1,156,970,45,32,96.919991,23
102,5,1,10,1,2,2,218,968,73,34,96.476334,and
103,5,1,10,1,2,3,312,970,56,38,96.476334,"24,"
104,5,1,10,1,2,4,388,970,29,32,8.856918,Ill
105,5,1,10,1,2,5,438,970,140,38,78.086769,"FLOOR,"
106,5,1,10,1,2,6,595,970,96,32,94.052643,AMR
107,5,1,10,1,2,7,707,970,104,32,94.052643,TECH
108,5,1,10,1,2,8,830,970,103,32,84.763809,PARK
109,5,1,10,1,2,9,951,970,16,32,30.110443,I1
110,5,1,10,1,2,10,988,970,32,38,70.260498,"B,"
111,5,1,10,1,2,11,1041,970,138,32,29.713959,HOSUR’
112,5,1,10,1,2,12,1249,970,45,32,0.988731,{23
113,5,1,10,1,2,13,1311,968,73,34,96.349617,and
114,5,1,10,1,2,14,1404,970,57,38,96.580734,"24,"
115,5,1,10,1,2,15,1481,970,29,32,79.935074,III
116,5,1,10,1,2,16,1531,970,140,38,94.078789,"FLOOR,"
117,5,1,10,1,2,17,1688,970,96,32,96.698387,AMR
118,5,1,10,1,2,18,1800,970,103,32,95.967407,TECH
119,5,1,10,1,2,19,1923,970,103,32,96.32653,PARK
120,5,1,10,1,2,20,2043,970,17,32,70.655411,II
121,5,1,10,1,2,21,2081,970,32,38,93.0877,"B,"
122,5,1,10,1,2,22,2133,970,139,32,96.779289,HOSUR
124,5,1,10,1,3,1,158,1030,108,32,96.833206,MAIN
125,5,1,10,1,3,2,288,1030,125,38,93.092209,"ROAD,"
126,5,1,10,1,3,3,433,1030,335,38,91.437477,"HONGASANDRA,"
127,5,1,10,1,3,4,788,1028,203,42,96.043816,Bengaluru
128,5,1,10,1,3,5,1013,1028,121,34,96.54763,Urban
129,5,1,10,1,3,6,1251,1030,108,32,96.396332,MAIN
130,5,1,10,1,3,7,1381,1030,125,38,93.114441,"ROAD,"
131,5,1,10,1,3,8,1526,1030,335,38,91.392426,"HONGASANDRA,"
132,5,1,10,1,3,9,1881,1028,203,42,96.303589,Bengaluru
133,5,1,10,1,3,10,2106,1028,121,34,96.639198,Urban
135,5,1,10,1,4,1,158,1088,201,34,96.424843,Karnataka
136,5,1,10,1,4,2,1251,1088,201,34,96.626518,Karnataka
138,5,1,10,1,5,1,158,1148,96,34,95.686462,India
140,5,1,10,1,6,1,156,1210,132,32,91.257423,GSTIN:
