,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
4,5,1,1,1,1,1,160,111,139,151,43.862495,\\
5,5,1,1,1,1,2,356,146,49,63,93.053101,N
6,5,1,1,1,1,3,435,146,35,63,92.506393,E
7,5,1,1,1,1,4,490,146,58,63,89.698677,X
8,5,1,1,1,1,5,570,146,49,64,90.477921,U
9,5,1,1,1,1,6,644,145,36,65,85.990021,S
10,5,1,1,1,1,7,857,191,106,26,96.589088,Nexus
11,5,1,1,1,1,8,976,190,184,35,95.735123,Consulting
13,5,1,1,1,2,1,491,224,189,45,96.137886,CONSULTING
14,5,1,1,1,2,2,854,234,103,26,60.418175,"$J-102,"
15,5,1,1,1,2,3,971,234,113,24,93.259834,Shriram
16,5,1,1,1,2,4,1096,234,176,30,91.10463,"Spandana,"
17,5,1,1,1,2,5,1288,234,212,31,91.300415,"Chalaghatta,"
18,5,1,1,1,2,6,1517,234,160,31,83.257706,Bangalore
19,5,1,1,1,2,7,1690,247,17,3,50.753448,-
20,5,1,1,1,2,8,1717,234,52,24,93.322334,560
21,5,1,1,1,2,9,1781,234,51,24,96.860291,037
23,5,1,1,1,3,1,349,274,66,24,95.779198,FUN
24,5,1,1,1,3,2,440,273,89,23,93.179955,WITH
25,5,1,1,1,3,3,552,270,128,30,82.3116,FUNDAS
29,5,1,2,1,1,1,856,272,13,24,92.986649,E
30,5,1,2,1,1,2,890,272,395,28,62.862244,inquiries@consultnexus.in
31,5,1,2,1,1,3,1325,272,27,24,71.973755,W
32,5,1,2,1,1,4,1371,272,333,24,83.760559,www.consultnexus.in
36,5,1,3,1,1,1,1099,458,85,28,96.407639,TAX
37,5,1,3,1,1,2,1196,459,184,28,95.503571,INVOICE
39,5,1,3,1,2,1,986,506,160,42,96.51429,Original
40,5,1,3,1,2,2,1159,515,91,32,96.381958,copy
41,5,1,3,1,2,3,1262,506,53,30,96.404251,for
42,5,1,3,1,2,4,1327,506,169,41,95.975876,recipient
46,5,1,4,1,1,1,984,539,513,2,95.0, 
50,5,1,5,1,1,1,302,678,70,52,96.850151,For:
51,5,1,5,1,1,2,1500,684,67,31,94.677414,Tax
52,5,1,5,1,1,3,1580,685,131,30,95.407356,Invoice
53,5,1,5,1,1,4,1725,684,157,31,93.231842,Number:
54,5,1,5,1,1,5,1892,682,214,44,89.761047,JAN23/007
56,5,1,5,1,2,1,300,743,87,41,96.972664,Tally
57,5,1,5,1,2,2,400,743,162,31,96.277573,Solutions
58,5,1,5,1,2,3,576,744,123,30,96.572807,Private
59,5,1,5,1,2,4,712,743,137,31,96.660843,Limited
60,5,1,5,1,2,5,1500,743,67,31,96.396675,Tax
61,5,1,5,1,2,6,1580,744,131,30,96.080765,Invoice
62,5,1,5,1,2,7,1725,744,93,30,96.480637,Date:
63,5,1,5,1,2,8,1835,744,187,30,96.509079,12.01.2023
65,5,1,5,1,3,1,300,802,99,30,96.781487,AMR
66,5,1,5,1,3,2,409,802,89,31,94.704781,Tech
67,5,1,5,1,3,3,512,802,80,31,96.205925,Park
68,5,1,5,1,3,4,604,803,30,29,79.025726,IT
69,5,1,5,1,3,5,648,803,36,37,90.854462,"B,"
