,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
4,5,1,1,1,1,1,213,515,201,25,92.605141,SoftwareONE
5,5,1,1,1,1,2,427,515,70,25,96.280647,India
6,5,1,1,1,1,3,509,516,51,23,96.358322,Pvt.
7,5,1,1,1,1,4,575,515,50,25,96.250473,Ltd.
10,5,1,1,2,1,1,214,569,149,25,96.463409,Karnataka
13,5,1,1,3,1,1,212,624,92,24,90.765129,Tower
14,5,1,1,3,1,2,316,623,75,29,90.765129,"B,3rd"
15,5,1,1,3,1,3,405,623,177,29,92.443848,"Floor,Global"
16,5,1,1,3,1,4,594,623,171,31,96.18631,Technology
17,5,1,1,3,1,5,777,623,72,29,96.819977,"Park,"
19,5,1,1,3,2,1,214,678,290,24,87.925858,Devarabeesanahalli
20,5,1,1,3,2,2,518,674,104,39,0.0,"Village,"
21,5,1,1,3,2,3,635,678,98,24,0.0,Varthur
22,5,1,1,3,2,4,746,678,71,24,91.399399,Hobli
24,5,1,1,3,3,1,214,732,156,31,96.441154,"Bangalore,"
25,5,1,1,3,3,2,383,732,109,24,96.441154,560103
29,5,1,2,1,1,1,204,872,78,35,96.773491,Tally
30,5,1,2,1,1,2,295,872,151,27,96.198715,Solutions
31,5,1,2,1,1,3,461,873,51,26,96.72654,Pvt
32,5,1,2,1,1,4,525,872,56,27,96.47805,Ltd.
34,5,1,2,1,2,1,204,915,170,26,92.287857,Annamma
35,5,1,2,1,2,2,385,913,134,28,96.649025,Thomas
38,5,1,2,2,1,1,204,956,80,26,96.097672,AMR
39,5,1,2,2,1,2,298,955,80,28,95.928947,Tech
40,5,1,2,2,1,3,394,955,73,28,96.439278,Park
41,5,1,2,2,1,4,482,956,24,31,91.054451,"II,"
42,5,1,2,2,1,5,523,956,52,27,96.499001,No.
43,5,1,2,2,1,6,591,956,38,27,93.010857,23
44,5,1,2,2,1,7,642,956,23,27,93.010857,&
45,5,1,2,2,1,8,678,956,39,26,96.995071,24
47,5,1,2,2,2,1,206,997,230,35,91.828857,"Hongasandra,"
48,5,1,2,2,2,2,452,998,97,26,96.128014,Hosur
49,5,1,2,2,2,3,563,997,76,27,96.669662,Main
50,5,1,2,2,2,4,654,997,85,27,96.347305,Road
52,5,1,2,2,3,1,206,1038,175,35,96.405655,"Bangalore,"
53,5,1,2,2,3,2,397,1039,122,27,96.299202,560068
56,5,1,2,3,1,1,206,1081,72,26,96.600601,KAR
60,5,1,3,1,1,1,201,1561,85,36,95.829063,Tax
61,5,1,3,1,1,2,304,1560,168,37,93.238441,Invoice
62,5,1,3,1,1,3,490,1561,371,36,91.174408,IN-PSI-06-17231
66,5,1,4,1,1,1,202,1672,49,22,96.797745,Sell
67,5,1,4,1,1,2,261,1674,26,20,96.367477,to
68,5,1,4,1,1,3,298,1672,114,22,96.367477,Address
72,5,1,5,1,1,1,202,1743,60,28,96.733429,Tally
73,5,1,5,1,1,2,272,1743,118,22,95.990822,Solutions
74,5,1,5,1,1,3,401,1745,40,20,95.639465,Pvt
75,5,1,5,1,1,4,451,1743,44,22,96.43309,Ltd.
77,5,1,5,1,2,1,201,1777,133,21,90.656662,Annamma
78,5,1,5,1,2,2,343,1776,103,22,96.352776,Thomas
81,5,1,5,2,1,1,201,1810,63,20,96.591125,AMR
82,5,1,5,2,1,2,274,1809,63,21,96.231049,Tech
83,5,1,5,2,1,3,349,1809,57,21,96.625298,Park
84,5,1,5,2,1,4,417,1810,20,24,94.381058,"II,"
85,5,1,5,2,1,5,450,1810,40,20,96.788803,No.
86,5,1,5,2,1,6,502,1810,30,20,92.649933,23
87,5,1,5,2,1,7,542,1810,18,20,92.649933,&
88,5,1,5,2,1,8,570,1810,30,20,96.75322,24
90,5,1,5,2,2,1,203,1842,179,27,92.729034,"Hongasandra,"
