,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
4,5,1,1,1,1,1,1021,106,84,50,95.756889,Tax
5,5,1,1,1,1,2,1123,104,168,52,95.756889,Invoice
9,5,1,2,1,1,1,188,140,2003,27,95.0, 
13,5,1,3,1,1,1,1175,247,1018,13,95.0, 
17,5,1,4,1,1,1,1177,351,1012,13,95.0, 
21,5,1,5,1,1,1,1175,158,4,342,95.0, 
25,5,1,6,1,1,1,150,456,2045,22,95.0, 
29,5,1,7,1,1,1,1179,564,1016,13,95.0, 
33,5,1,8,1,1,1,1179,670,1018,13,95.0, 
37,5,1,9,1,1,1,1682,168,7,557,95.0, 
41,5,1,10,1,1,1,1200,774,998,11,95.0, 
45,5,1,11,1,1,1,1175,158,11,944,95.0, 
49,5,1,12,1,1,1,216,1098,1175,16,95.0, 
53,5,1,13,1,1,1,2191,211,12,977,95.0, 
57,5,1,14,1,1,1,156,1183,2036,25,95.0, 
61,5,1,15,1,1,1,169,2091,2042,23,95.0, 
65,5,1,16,1,1,1,1089,1185,11,970,95.0, 
69,5,1,17,1,1,1,246,1205,11,957,95.0, 
73,5,1,18,1,1,1,1587,1169,10,978,95.0, 
77,5,1,19,1,1,1,1884,1096,12,1061,95.0, 
81,5,1,20,1,1,1,1997,1095,12,1062,95.0, 
85,5,1,21,1,1,1,1292,1102,12,1061,95.0, 
89,5,1,22,1,1,1,1497,1189,11,972,95.0, 
93,5,1,23,1,1,1,166,2151,2045,23,95.0, 
97,5,1,24,1,1,1,196,2822,107,2,95.0, 
101,5,1,25,1,1,1,148,168,14,2,47.159363,[
102,5,1,25,1,1,2,434,165,113,49,42.623817,re
103,5,1,25,1,1,3,563,156,186,62,96.743683,Solutions
104,5,1,25,1,1,4,1191,160,114,28,90.999756,Invoice
105,5,1,25,1,1,5,1318,158,52,28,96.672035,No.
106,5,1,25,1,1,6,1696,154,96,28,96.131668,Dated
108,5,1,25,1,2,1,467,230,54,32,96.37381,PO
109,5,1,25,1,2,2,539,230,74,30,96.37381,Box:
110,5,1,25,1,2,3,631,230,52,34,96.24472,"01,"
111,5,1,25,1,2,4,703,228,62,30,96.257401,PC:
112,5,1,25,1,2,5,785,226,62,31,96.830818,122
113,5,1,25,1,2,6,1189,216,235,32,91.18631,AS/258/2022
114,5,1,25,1,2,7,1696,210,201,42,86.582031,28-Sep-22
115,5,1,25,1,2,8,2065,250,7,2,0.0,;
117,5,1,25,1,3,1,467,278,138,33,96.240219,"Muscat,"
