,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
4,5,1,1,1,1,1,69,2617,54,30,95.250282,We
5,5,1,1,1,1,2,135,2612,197,35,96.190247,understand
6,5,1,1,1,1,3,345,2620,75,32,96.840912,your
7,5,1,1,1,1,4,431,2610,92,33,96.838074,world
11,5,1,2,1,1,1,23,2793,35,20,91.798889,ATE
12,5,1,2,1,1,2,74,2800,4,11,18.050507,:
13,5,1,2,1,1,3,85,2793,117,20,18.050507,2022-07-21
14,5,1,2,1,1,4,424,2787,47,20,91.569138,TIME
15,5,1,2,1,1,5,487,2785,107,20,5.681465,18:38:45
16,5,1,2,1,1,6,626,2784,2,6,85.715012,|
20,5,1,3,1,1,1,23,2850,47,20,90.441986,ATCH
21,5,1,3,1,1,2,83,2850,36,18,82.793724,NUM
22,5,1,3,1,1,3,134,2858,3,9,74.860031,:
23,5,1,3,1,1,4,144,2849,73,19,78.924202,002056
24,5,1,3,1,1,5,401,2845,32,18,35.593979,THY.
25,5,1,3,1,1,6,458,2843,38,20,58.18005,MUM
26,5,1,3,1,1,7,510,2850,4,4,0.0,+
27,5,1,3,1,1,8,520,2841,72,20,0.0,020202
31,5,1,4,1,1,1,193,163,767,8,95.0, 
35,5,1,5,1,1,1,502,244,47,23,95.247742,IRN
36,5,1,5,1,1,2,556,244,35,23,90.580429,No
37,5,1,5,1,1,3,594,234,8,43,59.54628,;
38,5,1,5,1,1,4,614,238,893,29,23.762695,5a9ff443bdt860b6bleact2a52283a32857
39,5,1,5,1,1,5,1107,234,126,43,26.830261,cb8378b4e
40,5,1,5,1,1,6,1243,234,162,43,0.0,1166831061179
41,5,1,5,1,1,7,1408,234,101,43,15.533997,08ddde4
45,5,1,6,1,1,1,218,180,217,138,95.0, 
49,5,1,7,1,1,1,1936,218,274,128,94.894913,imagine
53,5,1,8,1,1,1,1920,362,148,30,93.266693,Telephone
54,5,1,8,1,1,2,2079,366,5,18,85.976494,:
55,5,1,8,1,1,3,2093,359,97,27,96.626938,080-46
56,5,1,8,1,1,4,2199,358,53,26,96.015335,999
