,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
4,5,1,1,1,1,1,1195,59,18,29,14.026291,*
5,5,1,1,1,1,2,1462,55,505,126,0.250549,Bicici€
6,5,1,1,1,1,3,1981,75,357,57,96.388573,Lombard
10,5,1,2,1,1,1,64,175,109,21,96.799583,Product
11,5,1,2,1,1,2,182,174,79,22,96.19413,Code:
12,5,1,2,1,1,3,273,174,94,22,68.151031,3005/0
13,5,1,2,1,1,4,395,175,55,21,68.151031,UIN:
14,5,1,2,1,1,5,463,175,394,21,88.510864,IRDAN115RP0002V01201920
15,5,1,2,1,1,6,1580,151,256,47,90.627731,Nibhaye
16,5,1,2,1,1,7,1864,151,180,38,90.967415,Vaade
20,5,1,3,1,1,1,111,246,141,25,93.26001,Reference
21,5,1,3,1,1,2,262,247,53,24,89.573685,No.:
22,5,1,3,1,1,3,325,247,182,24,89.573685,W203365351
24,5,1,3,1,2,1,111,288,70,25,96.647285,Date:
25,5,1,3,1,2,2,193,288,53,25,96.964661,Mar
26,5,1,3,1,2,3,254,288,40,29,96.776817,"28,"
27,5,1,3,1,2,4,305,288,69,25,96.964607,2023
31,5,1,4,1,1,1,2064,170,274,14,95.0, 
35,5,1,5,1,1,1,111,368,56,24,92.511688,MN
36,5,1,5,1,1,2,191,367,256,25,91.874382,RAGHUNANDAN
39,5,1,5,2,1,1,111,409,45,25,93.243263,NO
40,5,1,5,2,1,2,167,409,86,29,91.346313,"389,M"
41,5,1,5,2,1,3,263,409,21,25,92.028114,V
42,5,1,5,2,1,4,295,409,182,25,96.718475,EXTENSION
45,5,1,5,3,1,1,111,451,184,29,91.661575,"HOSAKOTE,"
46,5,1,5,3,1,2,309,451,199,25,96.482994,BANGALORE
47,5,1,5,3,1,3,520,451,114,29,93.299194,"RURAL,"
48,5,1,5,3,1,4,647,451,192,25,91.458954,GANGAMMA
49,5,1,5,3,1,5,849,451,77,25,91.381767,GUDI
50,5,1,5,3,1,6,940,451,98,29,93.301056,"ROAD,"
51,5,1,5,3,1,7,1051,450,156,26,91.192665,HOSKOTE
53,5,1,5,3,2,1,111,492,196,25,96.655609,BANGALORE
56,5,1,5,4,1,1,111,534,189,25,95.966583,KARNATAKA
57,5,1,5,4,1,2,309,534,102,25,94.184807,562114
60,5,1,5,5,1,1,111,576,88,25,96.279274,Mobile
61,5,1,5,5,1,2,209,576,45,25,96.534996,No:
62,5,1,5,5,1,3,264,576,172,25,96.674828,9535550888
66,5,1,6,1,1,1,109,646,69,25,96.699814,Sub:
67,5,1,6,1,1,2,192,647,67,24,95.904694,Risk
68,5,1,6,1,1,3,269,647,187,31,95.904694,Assumption
69,5,1,6,1,1,4,469,647,90,24,96.648537,Letter
71,5,1,6,1,2,1,111,718,70,24,96.318832,Dear
72,5,1,6,1,2,2,228,718,20,24,93.167091,MN
73,5,1,6,1,2,3,271,717,264,29,90.567139,"RAGHUNANDAN,"
75,5,1,6,1,3,1,109,788,47,25,96.685013,We
76,5,1,6,1,3,2,166,788,74,25,95.895058,value
77,5,1,6,1,3,3,250,795,62,25,96.921967,your
78,5,1,6,1,3,4,321,788,159,31,96.343132,relationship
79,5,1,6,1,3,5,489,788,55,25,96.343132,with
80,5,1,6,1,3,6,556,788,67,25,82.782326,ICICI
81,5,1,6,1,3,7,636,788,122,25,96.713081,Lombard
82,5,1,6,1,3,8,770,788,110,25,96.866096,General
83,5,1,6,1,3,9,893,788,136,25,96.176086,Insurance
84,5,1,6,1,3,10,1039,788,136,32,96.806656,Company
85,5,1,6,1,3,11,1185,788,99,25,96.383453,Limited
86,5,1,6,1,3,12,1295,788,50,25,96.904587,and
87,5,1,6,1,3,13,1356,788,77,25,96.913795,thank
88,5,1,6,1,3,14,1442,795,49,25,96.91787,you
89,5,1,6,1,3,15,1501,788,38,25,96.453934,for
90,5,1,6,1,3,16,1547,788,125,32,96.613388,choosing
91,5,1,6,1,3,17,1683,795,32,18,96.838547,us
92,5,1,6,1,3,18,1725,795,32,18,96.972733,as
93,5,1,6,1,3,19,1766,795,62,25,96.822639,your
94,5,1,6,1,3,20,1838,788,125,31,96.3489,preferred
95,5,1,6,1,3,21,1974,788,135,25,96.463577,insurance
96,5,1,6,1,3,22,2120,788,119,31,96.558479,provider.
100,5,1,7,1,1,1,107,859,92,25,95.871704,Please
101,5,1,7,1,1,2,213,859,47,25,95.871704,find
102,5,1,7,1,1,3,276,859,122,25,96.348465,enclosed
103,5,1,7,1,1,4,415,859,85,32,96.778831,Policy
104,5,1,7,1,1,5,515,859,45,25,93.206985,No.
105,5,1,7,1,1,6,576,859,372,29,92.441727,"3005/0/285946362/00/B00,"
106,5,1,7,1,1,7,959,859,53,25,96.865257,The
107,5,1,7,1,1,8,1022,865,76,19,96.643257,same
108,5,1,7,1,1,9,1109,859,48,25,96.522667,has
109,5,1,7,1,1,10,1168,859,67,25,96.685844,been
110,5,1,7,1,1,11,1246,859,88,25,96.535881,issued
111,5,1,7,1,1,12,1345,859,83,25,96.152641,based
112,5,1,7,1,1,13,1438,866,34,18,96.855194,on
113,5,1,7,1,1,14,1483,859,81,25,96.346664,below
114,5,1,7,1,1,15,1573,859,144,25,96.40966,mentioned
115,5,1,7,1,1,16,1728,859,95,29,96.40966,"details,"
116,5,1,7,1,1,17,1835,859,117,31,97.010567,provided
117,5,1,7,1,1,18,1963,859,32,31,96.645691,by
