,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
4,5,1,1,1,1,1,1378,86,78,29,93.175606,TAX
5,5,1,1,1,1,2,1486,83,363,32,90.876587,INVOICE/RETAIL
6,5,1,1,1,1,3,1881,85,179,30,96.516075,INVOICE
10,5,1,2,1,1,1,1642,204,155,35,90.864098,Optival
12,5,1,2,1,2,1,46,260,175,35,89.037857,Muncipal
13,5,1,2,1,2,2,249,262,122,32,92.394379,"No-23,"
14,5,1,2,1,2,3,406,262,61,25,85.97364,1st
15,5,1,2,1,2,4,497,260,106,28,95.763626,Floor
16,5,1,2,1,2,5,631,260,62,28,96.306961,and
17,5,1,2,1,2,6,721,260,62,28,95.948837,2nd
18,5,1,2,1,2,7,812,260,121,34,93.301262,"Floor,"
19,5,1,2,1,2,8,969,260,108,27,91.983749,Khata
20,5,1,2,1,2,9,1104,262,39,25,93.263596,No
21,5,1,2,1,2,10,1171,260,460,34,91.885139,"172/173/174/22/4B/23,"
22,5,1,2,1,2,11,1665,260,131,28,95.171898,Global
23,5,1,2,1,2,12,1821,260,170,35,93.210854,"Village,"
24,5,1,2,1,2,13,2026,262,242,33,91.176636,Pattanagere
25,5,1,2,1,2,14,2296,262,41,25,95.974472,RR
26,5,1,2,1,2,15,2364,262,122,33,96.180779,"Nagar,"
27,5,1,2,1,2,16,2521,260,197,35,96.573265,Bengaluru
28,5,1,2,1,2,17,2749,260,236,35,96.943329,(Bangalore)
29,5,1,2,1,2,18,3016,260,122,34,96.423401,"Urban,"
30,5,1,2,1,2,19,3174,260,212,34,96.434517,"Karnataka,"
32,5,1,2,1,3,1,1655,318,130,26,96.619217,560098
34,5,1,2,1,4,1,1463,374,107,26,91.852295,GSTIN
35,5,1,2,1,4,2,1605,380,4,20,91.270378,:
36,5,1,2,1,4,3,1643,374,333,26,89.48661,29AAACO7727M2ZU
38,5,1,2,1,5,1,54,437,108,26,95.949745,Store
39,5,1,2,1,5,2,190,437,85,26,96.699272,Name
40,5,1,2,1,5,3,540,437,169,25,70.433167,:MEDPLUS
41,5,1,2,1,5,4,734,437,132,25,91.185516,VIGNAN
42,5,1,2,1,5,5,894,437,108,25,96.5149,NAGAR
44,5,1,2,1,6,1,540,493,102,26,0.0,‘SHOP
45,5,1,2,1,6,2,669,493,40,26,95.81311,NO
46,5,1,2,1,6,3,736,493,18,25,93.214607,4
47,5,1,2,1,6,4,779,493,104,33,90.659714,&amp;
48,5,1,2,1,6,5,916,493,131,32,91.433899,"5,SITE"
49,5,1,2,1,6,6,1074,491,333,34,92.074448,"NO.181/A,GROUND"
50,5,1,2,1,6,7,1435,493,121,32,92.482872,"FLOOR,"
51,5,1,2,1,6,8,1578,493,120,26,92.300423,VIGNAN
52,5,1,2,1,6,9,1727,493,108,26,95.260635,NAGAR
53,5,1,2,1,6,10,1861,493,85,25,95.260635,MAIN
57,5,1,3,1,1,1,1736,474,1670,992,95.0,  
61,5,1,4,1,1,1,53,519,154,28,96.346138,Address
62,5,1,4,1,1,2,2076,522,85,25,96.676422,Name
63,5,1,4,1,1,3,2188,519,41,28,96.384636,of
64,5,1,4,1,1,4,2257,519,62,28,96.573883,the
65,5,1,4,1,1,5,2346,521,174,26,95.913681,Customer
66,5,1,4,1,1,6,2930,519,237,28,68.67173,:Krishnamma
68,5,1,4,1,2,1,534,549,100,32,96.333199,"ROAD,"
69,5,1,4,1,2,2,660,545,184,40,96.663712,BANGALORE
70,5,1,4,1,2,3,871,549,130,26,96.372749,560037
72,5,1,4,1,3,1,2074,578,65,33,96.833931,Age
73,5,1,4,1,3,2,2930,578,56,25,24.845123,143
75,5,1,4,1,4,1,54,606,108,25,96.031982,State
76,5,1,4,1,4,2,540,611,5,20,8.209473,:
77,5,1,4,1,4,3,557,606,199,25,96.269341,KARNATAKA
79,5,1,4,1,5,1,2076,632,129,28,96.307205,Gender
80,5,1,4,1,5,2,2930,634,101,25,42.778049,:MALE
82,5,1,4,1,6,1,54,662,108,25,96.634186,State
83,5,1,4,1,6,2,189,660,86,28,96.711784,Code
84,5,1,4,1,6,3,540,662,56,26,37.981907,129
86,5,1,4,1,7,1,130,716,4,4,50.889687,.
87,5,1,4,1,7,2,445,716,4,4,60.168137,.
88,5,1,4,1,7,3,2076,690,129,26,95.928673,Doctor
89,5,1,4,1,7,4,2234,690,85,26,96.599403,Name
90,5,1,4,1,7,5,2930,688,101,28,13.818314,‘Self
92,5,1,4,1,8,1,54,716,131,28,95.827621,Serial
93,5,1,4,1,8,2,213,718,39,26,96.095741,No
94,5,1,4,1,8,3,280,716,40,28,96.108963,of
95,5,1,4,1,8,4,348,719,152,25,92.501038,Invoice
