,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
4,5,1,1,1,1,1,1778,161,179,78,30.740189,eS
8,5,1,2,1,1,1,1597,261,289,55,91.687904,CROWNE
9,5,1,2,1,1,2,1924,265,220,52,96.627914,PLAZA
13,5,1,3,1,1,1,1727,340,48,26,96.82164,AN
14,5,1,3,1,1,2,1792,340,76,27,75.153694,IHG’
15,5,1,3,1,1,3,1883,341,123,28,75.153694,HOTEL
17,5,1,3,1,2,1,1685,394,144,26,92.854301,CHENNAI
18,5,1,3,1,2,2,1845,395,112,26,91.777687,ADYAR
19,5,1,3,1,2,3,1970,396,78,26,96.747887,PARK
23,5,1,4,1,1,1,1023,310,252,29,91.261749,PRO-FORMA
24,5,1,4,1,1,2,1291,310,167,30,95.520424,INVOICE
26,5,1,4,1,2,1,301,415,91,39,96.320923,Tally
27,5,1,4,1,2,2,404,415,162,31,96.371971,Solutions
28,5,1,4,1,2,3,580,415,126,31,96.199158,Private
29,5,1,4,1,2,4,721,415,146,37,96.500481,"Limited,"
33,5,1,5,1,1,1,303,520,134,38,91.085777,Kaavya
34,5,1,5,1,1,2,448,520,139,36,96.491776,"Towers,"
35,5,1,5,1,1,3,601,519,137,31,96.351822,Ground
36,5,1,5,1,1,4,754,519,102,37,96.695976,"Floor,"
40,5,1,6,1,1,1,303,572,75,29,96.963242,New
41,5,1,6,1,1,2,392,572,56,29,96.926353,No.
42,5,1,6,1,1,3,462,571,49,36,96.937187,"66,"
43,5,1,6,1,1,4,525,570,63,31,96.917,Old
44,5,1,6,1,1,5,604,572,56,29,96.625877,No.
45,5,1,6,1,1,6,675,572,68,35,93.297966,"123,"
46,5,1,6,1,1,7,756,570,179,39,92.803398,Velachery
47,5,1,6,1,1,8,949,570,100,37,96.801651,"Road,"
48,5,1,6,1,1,9,1508,560,78,27,97.013046,Date
49,5,1,6,1,1,10,1962,559,191,28,0.0,B0-12-2022
51,5,1,6,1,2,1,303,622,93,31,96.069504,Little
52,5,1,6,1,2,2,410,624,125,35,93.272621,"Mount,"
53,5,1,6,1,2,3,549,622,162,39,92.47245,"Saidapet,"
54,5,1,6,1,2,4,726,622,146,31,92.907028,Chennai
55,5,1,6,1,2,5,885,642,22,2,87.795403,—
56,5,1,6,1,2,6,918,624,123,29,96.659546,600015
57,5,1,6,1,2,7,1506,620,94,27,93.087181,AGHL
58,5,1,6,1,2,8,1611,620,66,27,96.825165,GST
59,5,1,6,1,2,9,1825,620,328,27,81.497482,33AAACA9041L1ZR
61,5,1,6,1,3,1,303,674,131,31,95.50518,Mobile:
62,5,1,6,1,3,2,450,675,206,30,95.50518,9900522682
63,5,1,6,1,3,3,1506,682,94,28,92.705963,AGHL
64,5,1,6,1,3,4,1613,683,69,26,96.570023,PAN
65,5,1,6,1,3,5,1697,682,62,28,95.928268,NO:
66,5,1,6,1,3,6,1930,689,224,27,68.993027,AAACA9041L
68,5,1,6,1,4,1,303,726,128,31,93.290733,E-mail:
69,5,1,6,1,4,2,448,726,581,39,91.134583,punita.gupta@tallysolutions.com
70,5,1,6,1,4,3,1508,747,28,26,89.365768,PI
71,5,1,6,1,4,4,1550,747,57,27,89.365768,No:
72,5,1,6,1,4,5,1939,746,214,28,92.738617,CP-1222-001
76,5,1,7,1,1,1,302,778,81,30,96.551865,GST
77,5,1,7,1,1,2,396,779,58,29,91.003181,No:
78,5,1,7,1,1,3,470,779,374,29,91.003181,33AAACP7879D1ZB
82,5,1,8,1,1,1,974,911,72,29,96.965797,INR
84,5,1,8,1,2,1,442,949,104,29,95.974937,ITEM
85,5,1,8,1,2,2,1335,927,101,70,95.976906,UNIT
86,5,1,8,1,2,3,1618,949,109,29,91.799438,DAYS
87,5,1,8,1,2,4,1739,947,11,32,73.607071,/
88,5,1,8,1,2,5,1763,948,121,30,96.979614,NITES
89,5,1,8,1,2,6,2021,925,199,29,21.909042,ries
93,5,1,9,1,1,1,189,1001,197,131,0.0,[standard
94,5,1,9,1,1,2,396,1001,88,131,0.0,Room
95,5,1,9,1,1,3,505,1001,154,131,2.870644,-snge
96,5,1,9,1,1,4,734,1001,89,131,64.898346,|
97,5,1,9,1,1,5,854,1001,121,131,0.0,reso
98,5,1,9,1,1,6,1007,1001,23,131,0.0,[
99,5,1,9,1,1,7,1073,1001,110,131,47.066757,enzo
100,5,1,9,1,1,8,1215,1001,197,131,0.0,fs
101,5,1,9,1,1,9,1499,1001,88,131,28.427422,|
102,5,1,9,1,1,10,1673,1001,307,131,0.0,a—+|
103,5,1,9,1,1,11,2044,1001,241,131,47.639385,ea
105,5,1,9,1,2,1,189,1076,197,131,73.509773,[standard
106,5,1,9,1,2,2,396,1076,99,131,62.726784,Room
107,5,1,9,1,2,3,516,1076,165,131,5.503777,Double
108,5,1,9,1,2,4,745,1076,67,131,48.903313,|
109,5,1,9,1,2,5,854,1076,176,131,14.149063,a2s0_[
110,5,1,9,1,2,6,1073,1076,110,131,0.0,o7as
111,5,1,9,1,2,7,1215,1076,33,131,44.566437,|
112,5,1,9,1,2,8,1313,1076,121,131,0.0,aeo
113,5,1,9,1,2,9,1509,1076,67,131,54.9412,|
114,5,1,9,1,2,10,1673,1115,99,69,54.9412,1
115,5,1,9,1,2,11,1870,1076,99,131,55.555973,|
116,5,1,9,1,2,12,2023,1076,186,131,37.442345,avasoo
118,5,1,9,1,3,1,189,1151,393,131,0.0,Pereakest-coonzs
119,5,1,9,1,3,2,702,1151,121,131,68.954788,|
120,5,1,9,1,3,3,854,1151,176,131,18.060333,1000_[
121,5,1,9,1,3,4,1073,1151,99,131,35.537704,180
122,5,1,9,1,3,5,1215,1151,33,131,66.63266,|
123,5,1,9,1,3,6,1313,1151,121,131,39.304344,ze
124,5,1,9,1,3,7,1509,1151,67,131,58.196953,|
125,5,1,9,1,3,8,1673,1190,99,69,47.991486,1
126,5,1,9,1,3,9,1870,1151,99,131,47.991486,|
127,5,1,9,1,3,10,2001,1151,197,131,0.0,_2aoa0
129,5,1,9,1,4,1,189,1226,317,131,0.0,Tuunch-o90az8
130,5,1,9,1,4,2,669,1226,154,131,45.224762,|
131,5,1,9,1,4,3,865,1226,274,131,0.0,e002
132,5,1,9,1,4,4,1215,1226,219,131,51.167839,[me
133,5,1,9,1,4,5,1499,1226,77,131,55.070835,|
134,5,1,9,1,4,6,1673,1265,110,69,48.750542,a
135,5,1,9,1,4,7,1826,1226,296,131,0.0,——«dtCt
139,5,1,10,1,1,1,213,1435,92,31,96.058311,Total
140,5,1,10,1,1,2,319,1435,234,39,96.058311,Approximate
141,5,1,10,1,1,3,565,1435,52,31,95.347549,for
142,5,1,10,1,1,4,631,1437,127,35,95.347549,"Rooms,"
143,5,1,10,1,1,5,772,1435,64,31,96.059067,and
144,5,1,10,1,1,6,851,1435,85,31,96.137665,Food
145,5,1,10,1,1,7,2041,1436,164,36,91.541046,"18,36,464"
149,5,1,11,1,1,1,214,1531,49,31,96.132706,All
150,5,1,11,1,1,2,277,1531,164,31,96.21637,Alcoholic
151,5,1,11,1,1,3,454,1532,64,30,96.926033,and
152,5,1,11,1,1,4,533,1531,251,31,96.443436,Non-Alcoholic
153,5,1,11,1,1,5,799,1533,177,38,96.657722,Beverages
154,5,1,11,1,1,6,987,1532,62,30,96.219162,will
155,5,1,11,1,1,7,1064,1532,38,30,96.139648,be
156,5,1,11,1,1,8,1115,1532,140,39,96.388458,charged
157,5,1,11,1,1,9,1269,1532,181,38,96.443115,separately
158,5,1,11,1,1,10,1462,1539,41,23,96.277176,on
159,5,1,11,1,1,11,1517,1532,105,30,96.417366,actual
160,5,1,11,1,1,12,1636,1532,226,38,96.453308,consumption
161,5,1,11,1,1,13,1875,1532,64,30,95.555817,and
162,5,1,11,1,1,14,1953,1539,56,23,96.726196,are
163,5,1,11,1,1,15,2023,1535,55,27,96.282021,not
164,5,1,11,1,1,16,2090,1539,20,23,96.85321,a
165,5,1,11,1,1,17,2122,1535,73,35,96.859253,part
166,5,1,11,1,1,18,2208,1532,33,30,96.75779,of
168,5,1,11,1,2,1,213,1579,54,31,96.785309,the
169,5,1,11,1,2,2,281,1579,151,39,96.260689,package.
173,5,1,12,1,1,1,215,1667,96,29,96.879135,Rates
174,5,1,12,1,1,2,324,1666,118,38,96.620857,quoted
175,5,1,12,1,1,3,456,1673,56,23,96.139572,are
176,5,1,12,1,1,4,525,1665,157,31,95.991119,exclusive
177,5,1,12,1,1,5,695,1666,34,30,95.434929,of
178,5,1,12,1,1,6,741,1667,81,29,96.43837,GST
179,5,1,12,1,1,7,835,1667,80,29,96.43837,12%
180,5,1,12,1,1,8,927,1666,52,30,96.535339,for
181,5,1,12,1,1,9,993,1673,89,23,96.133629,room
182,5,1,12,1,1,10,1099,1669,83,27,96.133629,rates
183,5,1,12,1,1,11,1196,1673,42,31,95.592468,up
184,5,1,12,1,1,12,1250,1669,33,27,96.291,to
185,5,1,12,1,1,13,1299,1667,71,29,92.717461,INR
186,5,1,12,1,1,14,1383,1667,128,29,92.506577,7499++
187,5,1,12,1,1,15,1524,1665,64,31,96.60994,and
188,5,1,12,1,1,16,1602,1667,81,29,96.226784,GST
189,5,1,12,1,1,17,1696,1667,80,29,96.271652,18%
190,5,1,12,1,1,18,1788,1666,52,30,96.271652,for
191,5,1,12,1,1,19,1855,1673,89,23,96.15699,room
192,5,1,12,1,1,20,1960,1669,83,27,96.736626,rates
193,5,1,12,1,1,21,2056,1666,102,30,96.759415,above
194,5,1,12,1,1,22,2173,1667,71,29,96.385506,INR
196,5,1,12,1,2,1,214,1718,81,30,96.678482,7500
197,5,1,12,1,2,2,308,1723,44,21,92.900528,++
198,5,1,12,1,2,3,367,1717,301,39,92.373665,respectively.18%
199,5,1,12,1,2,4,681,1718,81,30,96.009995,GST
200,5,1,12,1,2,5,773,1717,52,31,96.009995,for
201,5,1,12,1,2,6,839,1717,96,31,96.647537,Food.
205,5,1,13,1,1,1,183,880,2114,938,95.0, 
209,5,1,14,1,1,1,300,1889,117,29,93.190651,Terms
210,5,1,14,1,1,2,430,1887,29,31,93.190651,&
211,5,1,14,1,1,3,473,1887,200,31,95.94796,Conditions
215,5,1,15,1,1,1,453,2005,56,30,95.500801,Bill
216,5,1,15,1,1,2,524,2006,160,38,96.272224,Summary
217,5,1,15,1,1,3,696,2005,74,30,96.677658,shall
218,5,1,15,1,1,4,787,2008,51,27,96.724182,not
219,5,1,15,1,1,5,850,2005,36,30,96.697807,be
220,5,1,15,1,1,6,899,2005,109,30,96.280792,treated
221,5,1,15,1,1,7,1023,2012,32,23,96.806892,as
222,5,1,15,1,1,8,1067,2006,84,29,96.683418,TAX
223,5,1,15,1,1,9,1167,2006,165,29,95.536064,INVOICE
226,5,1,15,2,1,1,453,2056,102,30,96.707809,Please
227,5,1,15,2,1,2,568,2056,217,38,95.631729,acknowledge
228,5,1,15,2,1,3,798,2056,49,30,96.981148,the
