,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
4,5,1,1,1,1,1,974,94,84,35,95.928436,Tax
5,5,1,1,1,1,2,1077,92,167,37,95.960678,Invoice
9,5,1,2,1,1,1,150,191,2185,1,95.0, 
13,5,1,3,1,1,1,167,221,300,40,92.071617,BANDHAVI
14,5,1,3,1,1,2,491,220,405,42,96.154831,ENTERPRISES
16,5,1,3,1,2,1,163,286,142,34,91.11055,"#No.75,"
17,5,1,3,1,2,2,324,284,144,31,96.624298,Bhavani
18,5,1,3,1,2,3,486,286,117,37,96.960953,"Nagar,"
21,5,1,3,2,1,1,165,338,55,29,92.307503,CN
22,5,1,3,2,1,2,238,336,108,39,92.307503,"Palya,"
23,5,1,3,2,1,3,365,336,184,39,92.884186,Bangalore
24,5,1,3,2,1,4,565,354,10,3,92.884186,-
25,5,1,3,2,1,5,591,338,145,34,96.489464,"560073,"
27,5,1,3,2,2,1,165,386,216,31,91.522758,GSTIN/UIN:
28,5,1,3,2,2,2,399,388,382,29,90.107124,29DXNPA7044F1ZC
31,5,1,3,3,1,1,165,438,93,29,96.59964,State
32,5,1,3,3,1,2,275,438,115,29,96.879097,Name:
33,5,1,3,3,1,3,409,436,195,36,96.553123,"Karnataka,"
34,5,1,3,3,1,4,621,436,105,31,96.553123,Code:
35,5,1,3,3,1,5,744,438,42,29,96.861313,29
39,5,1,4,1,1,1,1208,213,106,25,96.724754,Invoice
40,5,1,4,1,1,2,1328,214,48,24,96.297859,No.
42,5,1,4,1,2,1,1207,256,247,28,90.989365,BE/08/2022/23
46,5,1,5,1,1,1,1719,213,88,25,96.822601,Dated
48,5,1,5,1,2,1,1717,257,198,26,96.301537,21-07-2022
52,5,1,6,1,1,1,1192,292,1143,2,95.0, 
56,5,1,7,1,1,1,1208,310,122,32,95.947083,Delivery
57,5,1,7,1,1,2,1343,311,70,24,96.848373,Note
61,5,1,8,1,1,1,1719,310,191,25,91.752289,Mode/Terms
62,5,1,8,1,1,2,1923,310,27,25,96.341362,of
63,5,1,8,1,1,3,1964,311,134,30,96.668358,Payment
67,5,1,9,1,1,1,1192,391,1142,1,95.0, 
71,5,1,10,1,1,1,1207,408,113,32,88.297104,Buyer’s
72,5,1,10,1,1,2,1333,408,87,25,96.280518,Order
73,5,1,10,1,1,3,1433,409,48,24,96.569504,No.
77,5,1,11,1,1,1,1192,488,1143,1,95.0, 
81,5,1,12,1,1,1,150,546,1043,1,95.0, 
85,5,1,13,1,1,1,1208,506,142,31,96.881859,Despatch
86,5,1,13,1,1,2,1365,507,156,24,96.188133,Document
87,5,1,13,1,1,3,1534,507,48,24,96.982765,No.
91,5,1,14,1,1,1,1719,506,122,31,96.547165,Delivery
92,5,1,14,1,1,2,1854,507,70,23,95.664742,Note
93,5,1,14,1,1,3,1938,507,69,23,95.664742,Date
97,5,1,15,1,1,1,1192,615,1142,1,95.0, 
101,5,1,16,1,1,1,1701,191,1,523,95.0, 
105,5,1,17,1,1,1,1192,713,1143,1,95.0, 
109,5,1,18,1,1,1,1192,191,1,877,95.0, 
113,5,1,19,1,1,1,150,1067,2185,1,95.0, 
117,5,1,20,1,1,1,150,1177,2184,1,95.0, 
121,5,1,21,1,1,1,150,1842,2184,1,95.0, 
125,5,1,22,1,1,1,920,1067,1,860,95.0, 
129,5,1,23,1,1,1,1156,1067,1,860,95.0, 
133,5,1,24,1,1,1,1391,1067,1,860,95.0, 
137,5,1,25,1,1,1,1627,1067,1,860,95.0, 
141,5,1,26,1,1,1,1724,1067,1,860,95.0, 
145,5,1,27,1,1,1,1880,1067,1,860,95.0, 
149,5,1,28,1,1,1,150,1926,2185,1,95.0, 
153,5,1,29,1,1,1,150,2048,2184,1,95.0, 
157,5,1,30,1,1,1,1107,2105,855,1,95.0, 
161,5,1,31,1,1,1,150,2162,2185,1,95.0, 
165,5,1,32,1,1,1,150,2242,2184,1,95.0, 
169,5,1,33,1,1,1,166,566,95,33,96.880257,Buyer
171,5,1,33,1,2,1,165,612,139,70,95.946976,Tally
172,5,1,33,1,2,2,326,616,269,49,95.322502,Solutions
173,5,1,33,1,2,3,622,614,103,55,95.453957,Pvt.
174,5,1,33,1,2,4,755,612,99,57,94.854355,Ltd.
175,5,1,33,1,2,5,1208,632,181,32,96.341515,Despatched
176,5,1,33,1,2,6,1401,632,116,32,96.578583,through
177,5,1,33,1,2,7,1719,624,169,44,96.657616,Destination
179,5,1,33,1,3,1,163,692,100,32,95.682152,AMR
180,5,1,33,1,3,2,279,690,98,34,95.418564,Tech
181,5,1,33,1,3,3,396,690,90,34,96.459404,Park
182,5,1,33,1,3,4,504,692,30,38,93.711609,"II,"
183,5,1,33,1,3,5,554,692,64,32,95.889374,No.
184,5,1,33,1,3,6,637,691,46,33,93.056877,23
185,5,1,33,1,3,7,699,692,29,32,92.768021,&
186,5,1,33,1,3,8,744,691,57,39,96.953568,"24,"
188,5,1,33,1,4,1,167,745,280,43,91.447708,"Hongasandra,"
189,5,1,33,1,4,2,468,747,118,32,96.874069,Hosur
190,5,1,33,1,4,3,603,745,92,34,95.956238,Main
191,5,1,33,1,4,4,715,745,114,40,96.576744,"Road,"
192,5,1,33,1,4,5,1206,741,104,27,96.869888,Terms
193,5,1,33,1,4,6,1323,740,30,28,96.93409,of
