,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
4,5,1,1,1,1,1,1051,104,127,24,91.128937,PLYMEX
5,5,1,1,1,1,2,1188,104,119,24,96.033142,TIMBER
6,5,1,1,1,1,3,1318,104,65,24,96.030037,PVT.
7,5,1,1,1,1,4,1397,104,65,24,96.030037,LTD.
9,5,1,1,1,2,1,1020,145,147,24,92.600227,DAIMOND
10,5,1,1,1,2,2,1179,145,155,24,96.199181,PRESTIGE
11,5,1,1,1,2,3,1346,146,147,23,93.006088,BUILDING
12,5,1,1,1,2,4,1523,160,4,7,92.658173,.
14,5,1,1,1,3,1,1080,186,64,29,90.006813,"41A,"
15,5,1,1,1,3,2,1155,186,80,25,61.452759,A.J.C
16,5,1,1,1,3,3,1247,186,85,24,96.612526,BOSE
17,5,1,1,1,3,4,1344,186,88,24,96.666748,ROAD
19,5,1,1,1,4,1,1079,228,57,23,96.762016,4TH
20,5,1,1,1,4,2,1148,228,115,28,96.09816,"FLOOR,"
21,5,1,1,1,4,3,1276,228,70,24,93.265198,UNIT
22,5,1,1,1,4,4,1355,228,18,24,93.09362,#
23,5,1,1,1,4,5,1382,228,50,24,96.201317,409
25,5,1,1,1,5,1,1121,269,211,24,92.786224,KOLKATA-700
26,5,1,1,1,5,2,1343,269,51,24,96.613853,017
28,5,1,1,1,6,1,1027,310,50,24,92.851402,CIN
29,5,1,1,1,6,2,1090,311,396,24,84.593224,U20211WB1993PTC058675
31,5,1,1,1,7,1,896,351,48,24,92.389801,PH.
32,5,1,1,1,7,2,958,358,5,17,92.211258,:
33,5,1,1,1,7,3,975,352,48,24,94.510109,+91
34,5,1,1,1,7,4,1038,352,32,24,91.659607,33
35,5,1,1,1,7,5,1082,352,189,29,91.687218,"22640073/74,"
36,5,1,1,1,7,6,1284,352,59,24,93.273445,FAX
37,5,1,1,1,7,7,1356,358,5,18,93.155548,:
38,5,1,1,1,7,8,1373,353,48,23,96.808228,+91
39,5,1,1,1,7,9,1435,353,34,24,96.867912,33
40,5,1,1,1,7,10,1479,353,139,24,96.685013,22640075
42,5,1,1,1,8,1,1058,394,108,24,92.265572,E-mail
43,5,1,1,1,8,2,1158,390,14,37,92.265572,:
44,5,1,1,1,8,3,1182,394,272,24,89.558441,info@plymex.co.in
48,5,1,2,1,1,1,164,498,32,56,95.0,  
50,5,1,2,1,2,1,164,554,12,121,95.0,    
52,5,1,2,1,3,1,164,675,12,89,95.0,  
54,5,1,2,1,4,1,164,764,12,133,95.0,   
56,5,1,2,1,5,1,162,897,12,126,95.0,   
58,5,1,2,1,6,1,162,1023,12,76,95.0,  
62,5,1,3,1,1,1,1616,507,722,7,95.0, 
66,5,1,4,1,1,1,1171,521,52,21,95.297935,TAX
67,5,1,4,1,1,2,1232,521,107,22,95.297935,INVOICE
71,5,1,5,1,1,1,177,599,77,22,93.234474,GSTIN
72,5,1,5,1,1,2,264,601,44,21,96.317909,No.
73,5,1,5,1,1,3,383,596,243,37,42.455135,19AABCPS5252B1ZP
74,5,1,5,1,1,4,1858,604,97,29,94.362152,Original
75,5,1,5,1,1,5,1963,604,37,23,94.362152,for
76,5,1,5,1,1,6,2009,606,120,27,95.888359,Recipient
78,5,1,5,1,2,1,177,641,54,22,96.39241,PAN
79,5,1,5,1,2,2,241,642,43,22,96.274567,No.
80,5,1,5,1,2,3,380,642,166,22,92.621407,AABCP5252B
83,5,1,5,2,1,1,177,688,44,21,58.384674,No.
84,5,1,5,2,1,2,231,693,6,16,58.384674,:
85,5,1,5,2,1,3,382,683,265,29,89.375084,PT/SER/020/2022-23
88,5,1,5,3,1,1,177,730,75,21,79.066696,Date:
89,5,1,5,3,1,2,381,730,144,23,96.212044,02-01-2023
93,5,1,6,1,1,1,177,854,77,29,96.867088,Billing
94,5,1,6,1,1,2,263,855,88,23,96.79451,Details
97,5,1,6,2,1,1,176,896,58,30,88.481277,Tally
98,5,1,6,2,1,2,241,896,116,24,88.481277,Solutions
99,5,1,6,2,1,3,368,898,38,21,88.112137,Pvt
100,5,1,6,2,1,4,415,896,36,24,95.003914,Ltd
103,5,1,6,3,1,1,176,940,54,24,67.073471,"414,"
104,5,1,6,3,1,2,241,940,43,22,95.519318,AJC
105,5,1,6,3,1,3,294,940,58,22,96.598518,Bose
106,5,1,6,3,1,4,362,938,61,23,96.215195,Road
109,5,1,6,4,1,1,177,980,111,23,96.657639,Diamond
110,5,1,6,4,1,2,300,981,100,28,96.419189,Prestige
111,5,1,6,4,1,3,410,980,99,29,96.980957,Building
114,5,1,6,5,1,1,176,1021,40,23,86.146431,9th
115,5,1,6,5,1,2,227,1021,69,29,96.23069,"Floor,"
116,5,1,6,5,1,3,307,1024,71,21,95.983124,Room
117,5,1,6,5,1,4,389,1023,41,22,77.578049,No.
118,5,1,6,5,1,5,440,1023,64,23,86.968742,901A
121,5,1,6,6,1,1,177,1063,91,24,93.306107,Kolkata
122,5,1,6,6,1,2,276,1077,9,3,91.486565,-
123,5,1,6,6,1,3,293,1065,47,22,96.655602,700
124,5,1,6,6,1,4,349,1065,46,22,96.45211,017
127,5,1,6,7,1,1,167,1104,1,4,10.065643,|
128,5,1,6,7,1,2,176,1106,64,22,10.065643,West
129,5,1,6,7,1,3,250,1106,82,29,96.863792,Bengal
132,5,1,6,8,1,1,176,1148,62,22,96.079208,State
133,5,1,6,8,1,2,248,1148,63,23,96.079208,Code
134,5,1,6,8,1,3,321,1149,30,22,96.214661,19
137,5,1,6,9,1,1,176,1190,74,22,92.56913,GSTIN
